edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,2.1776072319212147,1.5911741195543456
1,1,0,2.1776072319212147,1.5911741195543456
2,0,40,2.1776072319212147,1.5911741195543456
3,40,0,2.1776072319212147,1.5911741195543456
4,1,2,2.0556553194162612,1.0960164886223653
5,2,1,2.0556553194162612,1.0960164886223653
6,1,41,2.0556553194162612,1.0960164886223653
7,41,1,2.0556553194162612,1.0960164886223653
8,2,3,1.888290457012174,0.7748427601071186
9,3,2,1.888290457012174,0.7748427601071186
10,2,42,1.888290457012174,0.7748427601071186
11,42,2,1.888290457012174,0.7748427601071186
12,3,4,1.794320224535922,0.6095586373942188
13,4,3,1.794320224535922,0.6095586373942188
14,3,43,1.794320224535922,0.6095586373942188
15,43,3,1.794320224535922,0.6095586373942188
16,4,5,1.8849344021273389,0.5573886857581867
17,5,4,1.8849344021273389,0.5573886857581867
18,4,44,1.8849344021273389,0.5573886857581867
19,44,4,1.8849344021273389,0.5573886857581867
20,5,6,2.221546578550995,0.5906238444882219
21,6,5,2.221546578550995,0.5906238444882219
22,5,45,2.221546578550995,0.5906238444882219
23,45,5,2.221546578550995,0.5906238444882219
24,6,7,2.795495024440118,0.7027255664770329
25,7,6,2.795495024440118,0.7027255664770329
26,6,46,2.795495024440118,0.7027255664770329
27,46,6,2.795495024440118,0.7027255664770329
28,7,8,3.5315437558928875,0.8840600917402557
29,8,7,3.5315437558928875,0.8840600917402557
30,7,47,3.5315437558928875,0.8840600917402557
31,47,7,3.5315437558928875,0.8840600917402557
32,8,9,4.310209111481573,1.0933304412805906
33,9,8,4.310209111481573,1.0933304412805906
34,8,48,4.310209111481573,1.0933304412805906
35,48,8,4.310209111481573,1.0933304412805906
36,9,10,5.001794216222748,1.2522277560362314
37,10,9,5.001794216222748,1.2522277560362314
38,9,49,5.001794216222748,1.2522277560362314
39,49,9,5.001794216222748,1.2522277560362314
40,10,11,5.503577661226248,1.2726865581137545
41,11,10,5.503577661226248,1.2726865581137545
42,10,50,5.503577661226248,1.2726865581137545
43,50,10,5.503577661226248,1.2726865581137545
44,11,12,5.7697565792694485,1.1017558439906097
45,12,11,5.7697565792694485,1.1017558439906097
46,11,51,5.7697565792694485,1.1017558439906097
47,51,11,5.7697565792694485,1.1017558439906097
48,12,13,5.823829184698243,0.7548844827934555
49,13,12,5.823829184698243,0.7548844827934555
50,12,52,5.823829184698243,0.7548844827934555
51,52,12,5.823829184698243,0.7548844827934555
52,13,14,5.747764672886444,0.31380508059026546
53,14,13,5.747764672886444,0.31380508059026546
54,13,53,5.747764672886444,0.31380508059026546
55,53,13,5.747764672886444,0.31380508059026546
56,14,15,5.650704948947033,0.11266687100052675
57,15,14,5.650704948947033,0.11266687100052675
58,14,54,5.650704948947033,0.11266687100052675
59,54,14,5.650704948947033,0.11266687100052675
60,15,16,5.6285093300066995,0.44220954543431557
61,16,15,5.6285093300066995,0.44220954543431557
62,15,55,5.6285093300066995,0.44220954543431557
63,55,15,5.6285093300066995,0.44220954543431557
64,16,17,5.729781767439121,0.6541669911663188
65,17,16,5.729781767439121,0.6541669911663188
66,16,56,5.729781767439121,0.6541669911663188
67,56,16,5.729781767439121,0.6541669911663188
