start,end,cost,source,color_code
0,1,4.639155606204866,actual,red
0,40,4.639155606204866,actual,red
1,0,4.639155606204866,actual,red
1,2,3.870544072158498,forecast,grey
1,41,3.4379644967468552,actual,red
40,0,4.639155606204866,actual,red
40,41,5.1633807255129796,actual,red
40,80,5.1633807255129796,actual,red
2,1,3.870544072158498,forecast,grey
2,3,3.730083352572308,forecast,grey
2,42,3.730083352572308,forecast,grey
41,1,3.4379644967468552,actual,red
41,40,5.1633807255129796,actual,red
41,42,4.2556193037054175,forecast,grey
41,81,3.953411441213502,actual,red
3,2,3.730083352572308,forecast,grey
3,4,3.676627316546659,forecast,grey
3,43,3.676627316546659,forecast,grey
42,2,3.730083352572308,forecast,grey
42,41,4.2556193037054175,forecast,grey
42,43,4.093764494250585,forecast,grey
42,82,4.093764494250585,forecast,grey
4,3,3.676627316546659,forecast,grey
4,5,3.800587248165349,forecast,grey
4,44,3.800587248165349,forecast,grey
43,3,3.676627316546659,forecast,grey
43,42,4.093764494250585,forecast,grey
43,44,4.003938875584368,forecast,grey
43,83,4.003938875584368,forecast,grey
5,4,3.800587248165349,forecast,grey
5,6,4.126321554838537,forecast,grey
5,45,4.126321554838537,forecast,grey
44,4,3.800587248165349,forecast,grey
44,43,4.003938875584368,forecast,grey
44,45,4.0745057775921225,forecast,grey
44,84,4.0745057775921225,forecast,grey
6,5,4.126321554838537,forecast,grey
6,7,4.608731886165465,forecast,grey
6,46,4.608731886165465,forecast,grey
45,5,4.126321554838537,forecast,grey
45,44,4.0745057775921225,forecast,grey
45,46,4.330512125626518,forecast,grey
45,85,4.330512125626518,forecast,grey
7,6,4.608731886165465,forecast,grey
7,8,5.15692572780607,forecast,grey
7,47,5.15692572780607,forecast,grey
46,6,4.608731886165465,forecast,grey
46,45,4.330512125626518,forecast,grey
46,47,4.730980670344702,forecast,grey
46,86,4.730980670344702,forecast,grey
8,7,5.15692572780607,forecast,grey
8,9,5.665736998775087,forecast,grey
8,48,5.665736998775087,forecast,grey
47,7,5.15692572780607,forecast,grey
47,46,4.730980670344702,forecast,grey
47,48,5.19220708026169,forecast,grey
47,87,5.19220708026169,forecast,grey
9,8,5.665736998775087,forecast,grey
9,10,6.041546787498295,forecast,grey
9,49,6.041546787498295,forecast,grey
48,8,5.665736998775087,forecast,grey
48,47,5.19220708026169,forecast,grey
48,49,5.618015611660437,forecast,grey
48,88,5.618015611660437,forecast,grey
10,9,6.041546787498295,forecast,grey
10,11,6.219047127335407,forecast,grey
10,50,6.219047127335407,forecast,grey
49,9,6.041546787498295,forecast,grey
49,48,5.618015611660437,forecast,grey
49,50,5.923734546335265,forecast,grey
49,89,5.923734546335265,forecast,grey
11,10,6.219047127335407,forecast,grey
11,12,6.171213978828916,forecast,grey
11,51,6.171213978828916,forecast,grey
50,10,6.219047127335407,forecast,grey
50,49,5.923734546335265,forecast,grey
50,51,6.051018502498573,forecast,grey
50,90,6.051018502498573,forecast,grey
12,11,6.171213978828916,forecast,grey
12,13,5.913967147480715,forecast,grey
12,52,5.913967147480715,forecast,grey
51,11,6.171213978828916,forecast,grey
51,50,6.051018502498573,forecast,grey
51,52,5.976387822647915,forecast,grey
51,91,5.976387822647915,forecast,grey
13,12,5.913967147480715,forecast,grey
13,14,5.503928809446262,forecast,grey
13,53,5.503928809446262,forecast,grey
52,12,5.913967147480715,forecast,grey
52,51,5.976387822647915,forecast,grey
52,53,5.715471607829505,forecast,grey
52,92,5.715471607829505,forecast,grey
14,13,5.503928809446262,forecast,grey
14,15,5.026548725043177,forecast,grey
14,54,5.026548725043177,forecast,grey
53,13,5.503928809446262,forecast,grey
53,52,5.715471607829505,forecast,grey
53,54,5.321487989657059,forecast,grey
53,93,5.321487989657059,forecast,grey
15,14,5.026548725043177,forecast,grey
15,16,4.574835227669464,forecast,grey
15,55,4.574835227669464,forecast,grey
54,14,5.026548725043177,forecast,grey
54,53,5.321487989657059,forecast,grey
54,55,4.874845324612227,forecast,grey
54,94,4.874845324612227,forecast,grey
16,15,4.574835227669464,forecast,grey
16,17,4.224479174290957,forecast,grey
16,56,4.224479174290957,forecast,grey
55,15,4.574835227669464,forecast,grey
55,54,4.874845324612227,forecast,grey
55,56,4.463378844558019,forecast,grey
55,95,4.463378844558019,forecast,grey
17,16,4.224479174290957,forecast,grey
17,18,4.014692599960173,forecast,grey
17,57,4.014692599960173,forecast,grey
56,16,4.224479174290957,forecast,grey
56,55,4.463378844558019,forecast,grey
56,57,4.1583251113167,forecast,grey
56,96,4.1583251113167,forecast,grey
18,17,4.014692599960173,forecast,grey
18,19,3.942734216623171,forecast,grey
18,58,3.942734216623171,forecast,grey
57,17,4.014692599960173,forecast,grey
57,56,4.1583251113167,forecast,grey
57,58,3.995099004055038,forecast,grey
57,97,3.995099004055038,forecast,grey
19,18,3.942734216623171,forecast,grey
19,20,3.9739903514773354,forecast,grey
19,59,3.9739903514773354,forecast,grey
58,18,3.942734216623171,forecast,grey
58,57,3.995099004055038,forecast,grey
58,59,3.967149013104805,forecast,grey
58,98,3.967149013104805,forecast,grey
20,19,3.9739903514773354,forecast,grey
20,21,4.06217173372498,forecast,grey
20,60,4.06217173372498,forecast,grey
59,19,3.9739903514773354,forecast,grey
59,58,3.967149013104805,forecast,grey
59,60,4.035423397497478,forecast,grey
59,99,4.035423397497478,forecast,grey
21,20,4.06217173372498,forecast,grey
21,22,4.17005315939744,forecast,grey
21,61,4.17005315939744,forecast,grey
60,20,4.06217173372498,forecast,grey
60,59,4.035423397497478,forecast,grey
60,61,4.148617108823192,forecast,grey
60,100,4.148617108823192,forecast,grey
22,21,4.17005315939744,forecast,grey
22,23,4.28238837545534,forecast,grey
22,62,4.28238837545534,forecast,grey
61,21,4.17005315939744,forecast,grey
61,60,4.148617108823192,forecast,grey
