step,current_node,u,v,old_cost,new_cost
1,0,0,1,4.920241570705131,4.86866830026502
1,0,0,100,4.920241570705131,4.86866830026502
1,0,1,0,4.920241570705131,4.86866830026502
1,0,1,101,4.940780328766594,4.836326883466729
1,0,100,0,4.920241570705131,4.86866830026502
1,0,100,101,5.042216118256451,4.992656234585411
1,0,101,1,4.940780328766594,4.836326883466729
1,0,101,100,5.042216118256451,4.992656234585411
2,1,1,2,4.940780328766594,4.836326883466729
2,1,2,1,4.940780328766594,4.836326883466729
2,1,2,102,4.992634448330118,4.768154161366987
2,1,101,102,5.0644601014187485,4.974403017425207
2,1,102,2,4.992634448330118,4.768154161366987
2,1,102,101,5.0644601014187485,4.974403017425207
3,2,2,3,4.992634448330118,4.768154161366987
3,2,3,2,4.992634448330118,4.768154161366987
3,2,3,103,5.090659514775633,4.7219150392451255
3,2,102,103,5.12024648466776,4.931268831446488
3,2,103,3,5.090659514775633,4.7219150392451255
3,2,103,102,5.12024648466776,4.931268831446488
4,3,3,4,5.090659514775633,4.7219150392451255
4,3,4,3,5.090659514775633,4.7219150392451255
4,3,4,104,5.243262714618316,4.76114710581059
4,3,103,104,5.225022296688578,4.915981507564642
4,3,104,4,5.243262714618316,4.76114710581059
4,3,104,103,5.225022296688578,4.915981507564642
5,4,4,5,5.243262714618316,4.76114710581059
5,4,5,4,5.243262714618316,4.76114710581059
5,4,5,105,5.442663957273803,4.9182228375058745
5,4,104,105,5.387322510280236,4.987793121123565
5,4,105,5,5.442663957273803,4.9182228375058745
5,4,105,104,5.387322510280236,4.987793121123565
6,5,5,6,5.442663957273803,4.9182228375058745
6,5,6,5,5.442663957273803,4.9182228375058745
6,5,6,106,5.660486386982619,5.171437214042713
6,5,105,106,5.598807866941956,5.177319624838174
6,5,106,6,5.660486386982619,5.171437214042713
6,5,106,105,5.598807866941956,5.177319624838174
7,6,6,7,5.660486386982619,5.171437214042713
7,6,7,6,5.660486386982619,5.171437214042713
7,6,7,107,5.851267723706401,5.446919392793551
7,6,106,107,5.830028141476091,5.463536399794964
7,6,107,7,5.851267723706401,5.446919392793551
7,6,107,106,5.830028141476091,5.463536399794964
8,7,7,8,5.851267723706401,5.446919392793551
8,7,8,7,5.851267723706401,5.446919392793551
8,7,8,108,5.96334095729707,5.644733798417909
8,7,107,108,6.034280045987055,5.773802974942693
8,7,108,8,5.96334095729707,5.644733798417909
8,7,108,107,6.034280045987055,5.773802974942693
9,8,8,9,5.96334095729707,5.644733798417909
9,8,9,8,5.96334095729707,5.644733798417909
9,8,9,109,5.953420915671589,5.678065850264828
9,8,108,109,6.158720767904984,6.00735266340206
9,8,109,9,5.953420915671589,5.678065850264828
9,8,109,108,6.158720767904984,6.00735266340206
10,9,9,10,5.953420915671589,5.678065850264828
10,9,10,9,5.953420915671589,5.678065850264828
10,9,10,110,5.799482272102421,5.5089766338439485
10,9,109,110,6.158943764861928,6.072592345188491
10,9,110,10,5.799482272102421,5.5089766338439485
10,9,110,109,6.158943764861928,6.072592345188491
11,10,10,11,5.799482272102421,5.5089766338439485
11,10,11,10,5.799482272102421,5.5089766338439485
11,10,11,111,5.506974202082958,5.165612993672436
11,10,110,111,6.011680655471585,5.922754232343371
11,10,111,11,5.506974202082958,5.165612993672436
11,10,111,110,6.011680655471585,5.922754232343371
12,11,11,12,5.506974202082958,5.165612993672436
12,11,12,11,5.506974202082958,5.165612993672436
12,11,12,112,5.106010821437947,4.733159308925355
12,11,111,112,5.720871286659697,5.57497048110042
12,11,112,12,5.106010821437947,4.733159308925355
12,11,112,111,5.720871286659697,5.57497048110042
13,12,12,13,5.106010821437947,4.733159308925355
13,12,13,12,5.106010821437947,4.733159308925355
13,12,13,113,4.640874949466397,4.3213766496772426
13,12,112,113,5.314924616904993,5.104399212549395
13,12,113,13,4.640874949466397,4.3213766496772426
13,12,113,112,5.314924616904993,5.104399212549395
14,13,13,14,4.640874949466397,4.3213766496772426
14,13,14,13,4.640874949466397,4.3213766496772426
14,13,14,114,4.15638877684399,4.021383907494758
14,13,113,114,4.836581727952998,4.6151736420317135
14,13,114,14,4.15638877684399,4.021383907494758
14,13,114,113,4.836581727952998,4.6151736420317135
15,14,14,15,4.15638877684399,4.021383907494758
15,14,15,14,4.15638877684399,4.021383907494758
15,14,15,115,3.686990417790732,3.869567323335519
15,14,114,115,4.329853477395439,4.1998268742671385
15,14,115,15,3.686990417790732,3.869567323335519
15,14,115,114,4.329853477395439,4.1998268742671385
16,15,15,16,3.686990417790732,3.869567323335519
16,15,16,15,3.686990417790732,3.869567323335519
16,15,16,116,3.253049734391068,3.834680680888832
16,15,115,116,3.829658067359845,3.9044071193399854
16,15,116,16,3.253049734391068,3.834680680888832
16,15,116,115,3.829658067359845,3.9044071193399854
17,16,16,17,3.253049734391068,3.834680680888832
17,16,17,16,3.253049734391068,3.834680680888832
17,16,17,117,2.865527691029192,3.8353169697126184
17,16,116,117,3.358428342662235,3.7149816425751583
17,16,117,17,2.865527691029192,3.8353169697126184
17,16,117,116,3.358428342662235,3.7149816425751583
18,17,17,18,2.865527691029192,3.8353169697126184
18,17,18,17,2.865527691029192,3.8353169697126184
18,17,18,118,2.536012069573103,3.7819665069073585
18,17,117,118,2.930586596427762,3.5725438755633685
18,17,118,18,2.536012069573103,3.7819665069073585
18,17,118,117,2.930586596427762,3.5725438755633685
19,18,18,19,2.536012069573103,3.7819665069073585
19,18,19,18,2.536012069573103,3.7819665069073585
19,18,19,119,2.286327007945754,3.626096468479767
19,18,118,119,2.5618743484558144,3.41061889532776
19,18,119,19,2.286327007945754,3.626096468479767
19,18,119,118,2.5618743484558144,3.41061889532776
20,19,19,20,2.286327007945754,3.626096468479767
20,19,20,19,2.286327007945754,3.626096468479767
20,19,20,120,2.1517489885690755,3.3936795272290707
20,19,119,120,2.2779011707200114,3.1985973348078205
20,19,120,20,2.1517489885690755,3.3936795272290707
20,19,120,119,2.2779011707200114,3.1985973348078205
21,20,20,21,2.1517489885690755,3.3936795272290707
21,20,21,20,2.1517489885690755,3.3936795272290707
21,20,21,121,2.1746371344264483,3.185612616880809
21,20,120,121,2.1162906700599295,2.969599297630987
21,20,121,21,2.1746371344264483,3.185612616880809
21,20,121,120,2.1162906700599295,2.969599297630987
22,120,119,219,2.2779011707200114,3.1985973348078205
22,120,120,220,2.1162906700599295,2.969599297630987
22,120,121,221,2.119637470975798,2.817353195026934
22,120,219,119,2.2779011707200114,3.1985973348078205
22,120,219,220,2.268609258857956,2.9471663865068503
22,120,220,120,2.1162906700599295,2.969599297630987
22,120,220,219,2.268609258857956,2.9471663865068503
22,120,220,221,2.054302661383512,2.702145819768412
22,120,221,121,2.119637470975798,2.817353195026934
22,120,221,220,2.054302661383512,2.702145819768412
23,220,219,319,2.268609258857956,2.9471663865068503
23,220,220,320,2.054302661383512,2.702145819768412
23,220,221,321,2.0182394316333365,2.584606609563113
23,220,319,219,2.268609258857956,2.9471663865068503
23,220,319,320,2.2643409542066992,2.9074099960848834
23,220,320,220,2.054302661383512,2.702145819768412
23,220,320,319,2.2643409542066992,2.9074099960848834
23,220,320,321,1.9757329231902343,2.606956753805614
23,220,321,221,2.0182394316333365,2.584606609563113
23,220,321,320,1.9757329231902343,2.606956753805614
24,320,319,419,2.2643409542066992,2.9074099960848834
24,320,320,420,1.9757329231902343,2.606956753805614
24,320,321,421,1.881771404439491,2.480347254057456
24,320,419,319,2.2643409542066992,2.9074099960848834
24,320,419,420,2.260253028220206,3.0098427639255494
24,320,420,320,1.9757329231902343,2.606956753805614
24,320,420,419,2.260253028220206,3.0098427639255494
24,320,420,421,1.8840962240287893,2.601620943883335
