start,end,cost,source,color_code
0,1,4.86866830026502,actual,red
0,100,4.86866830026502,actual,red
1,0,4.86866830026502,actual,red
1,2,4.836326883466729,actual,red
1,101,4.836326883466729,actual,red
100,0,4.86866830026502,actual,red
100,101,4.992656234585411,actual,red
100,200,5.042216118256451,forecast,grey
2,1,4.836326883466729,actual,red
2,3,4.768154161366987,actual,red
2,102,4.768154161366987,actual,red
101,1,4.836326883466729,actual,red
101,100,4.992656234585411,actual,red
101,102,4.974403017425207,actual,red
101,201,5.0644601014187485,forecast,grey
3,2,4.768154161366987,actual,red
3,4,4.7219150392451255,actual,red
3,103,4.7219150392451255,actual,red
102,2,4.768154161366987,actual,red
102,101,4.974403017425207,actual,red
102,103,4.931268831446488,actual,red
102,202,5.12024648466776,forecast,grey
4,3,4.7219150392451255,actual,red
4,5,4.76114710581059,actual,red
4,104,4.76114710581059,actual,red
103,3,4.7219150392451255,actual,red
103,102,4.931268831446488,actual,red
103,104,4.915981507564642,actual,red
103,203,5.225022296688578,forecast,grey
5,4,4.76114710581059,actual,red
5,6,4.9182228375058745,actual,red
5,105,4.9182228375058745,actual,red
104,4,4.76114710581059,actual,red
104,103,4.915981507564642,actual,red
104,105,4.987793121123565,actual,red
104,204,5.387322510280236,forecast,grey
6,5,4.9182228375058745,actual,red
6,7,5.171437214042713,actual,red
6,106,5.171437214042713,actual,red
105,5,4.9182228375058745,actual,red
105,104,4.987793121123565,actual,red
105,106,5.177319624838174,actual,red
105,205,5.598807866941956,forecast,grey
7,6,5.171437214042713,actual,red
7,8,5.446919392793551,actual,red
7,107,5.446919392793551,actual,red
106,6,5.171437214042713,actual,red
106,105,5.177319624838174,actual,red
106,107,5.463536399794964,actual,red
106,206,5.830028141476091,forecast,grey
8,7,5.446919392793551,actual,red
8,9,5.644733798417909,actual,red
8,108,5.644733798417909,actual,red
107,7,5.446919392793551,actual,red
107,106,5.463536399794964,actual,red
107,108,5.773802974942693,actual,red
107,207,6.034280045987055,forecast,grey
9,8,5.644733798417909,actual,red
9,10,5.678065850264828,actual,red
9,109,5.678065850264828,actual,red
108,8,5.644733798417909,actual,red
108,107,5.773802974942693,actual,red
108,109,6.00735266340206,actual,red
108,208,6.158720767904984,forecast,grey
10,9,5.678065850264828,actual,red
10,11,5.5089766338439485,actual,red
10,110,5.5089766338439485,actual,red
109,9,5.678065850264828,actual,red
109,108,6.00735266340206,actual,red
109,110,6.072592345188491,actual,red
109,209,6.158943764861928,forecast,grey
11,10,5.5089766338439485,actual,red
11,12,5.165612993672436,actual,red
11,111,5.165612993672436,actual,red
110,10,5.5089766338439485,actual,red
110,109,6.072592345188491,actual,red
110,111,5.922754232343371,actual,red
110,210,6.011680655471585,forecast,grey
12,11,5.165612993672436,actual,red
12,13,4.733159308925355,actual,red
12,112,4.733159308925355,actual,red
111,11,5.165612993672436,actual,red
111,110,5.922754232343371,actual,red
111,112,5.57497048110042,actual,red
111,211,5.720871286659697,forecast,grey
13,12,4.733159308925355,actual,red
13,14,4.3213766496772426,actual,red
13,113,4.3213766496772426,actual,red
112,12,4.733159308925355,actual,red
112,111,5.57497048110042,actual,red
112,113,5.104399212549395,actual,red
112,212,5.314924616904993,forecast,grey
14,13,4.3213766496772426,actual,red
14,15,4.021383907494758,actual,red
14,114,4.021383907494758,actual,red
113,13,4.3213766496772426,actual,red
113,112,5.104399212549395,actual,red
113,114,4.6151736420317135,actual,red
113,213,4.836581727952998,forecast,grey
15,14,4.021383907494758,actual,red
15,16,3.869567323335519,actual,red
15,115,3.869567323335519,actual,red
114,14,4.021383907494758,actual,red
114,113,4.6151736420317135,actual,red
114,115,4.1998268742671385,actual,red
114,214,4.329853477395439,forecast,grey
16,15,3.869567323335519,actual,red
16,17,3.834680680888832,actual,red
16,116,3.834680680888832,actual,red
115,15,3.869567323335519,actual,red
115,114,4.1998268742671385,actual,red
115,116,3.9044071193399854,actual,red
115,215,3.829658067359845,forecast,grey
17,16,3.834680680888832,actual,red
17,18,3.8353169697126184,actual,red
17,117,3.8353169697126184,actual,red
116,16,3.834680680888832,actual,red
116,115,3.9044071193399854,actual,red
116,117,3.7149816425751583,actual,red
116,216,3.358428342662235,forecast,grey
18,17,3.8353169697126184,actual,red
18,19,3.7819665069073585,actual,red
18,118,3.7819665069073585,actual,red
117,17,3.8353169697126184,actual,red
117,116,3.7149816425751583,actual,red
117,118,3.5725438755633685,actual,red
117,217,2.930586596427762,forecast,grey
19,18,3.7819665069073585,actual,red
19,20,3.626096468479767,actual,red
19,119,3.626096468479767,actual,red
118,18,3.7819665069073585,actual,red
118,117,3.5725438755633685,actual,red
118,119,3.41061889532776,actual,red
118,218,2.5618743484558144,forecast,grey
20,19,3.626096468479767,actual,red
20,21,3.3936795272290707,actual,red
20,120,3.3936795272290707,actual,red
119,19,3.626096468479767,actual,red
119,118,3.41061889532776,actual,red
