order,edge_id,u,v,nominal_forecast,deviation_abs,covered_by_pi,rho_implied,robust_cost_component
1,0,0,1,5.901835298730607,1.133709395221624,False,0.9712776621268606,0.9712776621268606
2,6,1,16,5.485766286652504,0.140533820747172,True,0.0,0.0
3,64,16,31,5.5713499584099475,0.3819897115672823,False,0.21955797847251896,0.21955797847251896
4,122,31,46,5.731537682186839,0.6231304159671174,False,0.46069868287235405,0.46069868287235405
5,180,46,61,5.931737561207626,0.5800274514894008,False,0.4175957183946375,0.4175957183946375
6,238,61,76,6.1037431640719415,0.3410446742688018,False,0.17861294117403848,0.17861294117403848
7,296,76,91,6.15407188055357,0.039009383567369,True,0.0,0.0
8,354,91,106,5.99263797371257,0.2005941841380556,False,0.03816245104329227,0.03816245104329227
9,412,106,121,5.568667197011768,0.2993022713479316,False,0.13687053825316825,0.13687053825316825
10,470,121,136,4.895581317557309,0.2438936787141488,False,0.08146194561938547,0.08146194561938547
11,528,136,151,4.052441607732865,0.0818469977418505,True,0.0,0.0
12,586,151,166,3.1606726048465723,0.0998938740261476,True,0.0,0.0
13,644,166,181,2.3458492612913733,0.2029774568758475,False,0.040545723781084175,0.040545723781084175
14,702,181,196,1.7014949224899878,0.1445457271050698,True,0.0,0.0
15,760,196,211,1.2719509464526235,0.1196713363260146,True,0.0,0.0
16,814,211,212,1.0616551314822034,0.576717618149265,False,0.4142858850545017,0.4142858850545017
17,816,212,213,1.2454616034617771,0.0982147374135029,True,0.0,0.0
18,818,213,214,1.6270900606616356,0.0287611391920519,True,0.0,0.0
19,820,214,215,2.241294554519639,0.2577105578983771,False,0.09527882480361377,0.09527882480361377
20,822,215,216,3.0545108921698128,0.5570483000729798,False,0.39461656697821645,0.39461656697821645
21,824,216,217,3.980797707746439,0.6786655221333762,False,0.5162337890386128,0.5162337890386128
22,826,217,218,4.925253907254958,0.4504982970625466,False,0.2880665639677833,0.2880665639677833
23,828,218,219,5.82515211201863,0.1624317330947633,True,0.0,0.0
24,830,219,220,6.6654489650079,1.051860395108002,False,0.8894286620132388,0.8894286620132388
25,832,220,221,7.462278219382505,2.011225095550456,False,1.8487933624556927,1.8487933624556927
26,834,221,222,8.225762717187479,2.8065741313773556,False,2.6441423982825922,2.6441423982825922
27,836,222,223,8.92528066866267,3.242079610985331,False,3.079647877890568,3.079647877890568
28,838,223,224,9.481345100752728,3.2004280592835537,False,3.0379963261887903,3.0379963261887903
