start,end,cost,source,color_code
0,1,7.337056652700956,actual,red
0,15,7.337056652700956,actual,red
1,0,7.337056652700956,actual,red
1,2,5.708362571349446,forecast,grey
1,16,7.093839800631185,actual,red
15,0,7.337056652700956,actual,red
15,16,7.262320835279342,actual,red
15,30,7.262320835279342,actual,red
2,1,5.708362571349446,forecast,grey
2,3,5.102958999881394,forecast,grey
2,17,5.102958999881394,forecast,grey
16,1,7.093839800631185,actual,red
16,15,7.262320835279342,actual,red
16,17,5.657378470813996,forecast,grey
16,31,7.107676606561114,actual,red
3,2,5.102958999881394,forecast,grey
3,4,4.280282119088243,forecast,grey
3,18,4.280282119088243,forecast,grey
17,2,5.102958999881394,forecast,grey
17,16,5.657378470813996,forecast,grey
17,18,5.096698321409122,forecast,grey
17,32,5.096698321409122,forecast,grey
4,3,4.280282119088243,forecast,grey
4,5,3.345316887254168,forecast,grey
4,19,3.345316887254168,forecast,grey
18,3,4.280282119088243,forecast,grey
18,17,5.096698321409122,forecast,grey
18,19,4.333727763007797,forecast,grey
18,33,4.333727763007797,forecast,grey
5,4,3.345316887254168,forecast,grey
5,6,2.4289190060498314,forecast,grey
5,20,2.4289190060498314,forecast,grey
19,4,3.345316887254168,forecast,grey
19,18,4.333727763007797,forecast,grey
19,20,3.466062997364302,forecast,grey
19,34,3.466062997364302,forecast,grey
6,5,2.4289190060498314,forecast,grey
6,7,1.666202076511834,forecast,grey
6,21,1.666202076511834,forecast,grey
20,5,2.4289190060498314,forecast,grey
20,19,3.466062997364302,forecast,grey
20,21,2.616859897301039,forecast,grey
20,35,2.616859897301039,forecast,grey
7,6,1.666202076511834,forecast,grey
7,8,1.168825484195043,forecast,grey
7,22,1.168825484195043,forecast,grey
21,6,1.666202076511834,forecast,grey
21,20,2.616859897301039,forecast,grey
21,22,1.914461752940816,forecast,grey
21,36,1.914461752940816,forecast,grey
8,7,1.168825484195043,forecast,grey
8,9,1.0,forecast,grey
8,23,1.0,forecast,grey
22,7,1.168825484195043,forecast,grey
22,21,1.914461752940816,forecast,grey
22,23,1.4655816693511934,forecast,grey
22,37,1.4655816693511934,forecast,grey
9,8,1.0,forecast,grey
9,10,1.1600446623151042,forecast,grey
9,24,1.1600446623151042,forecast,grey
23,8,1.0,forecast,grey
23,22,1.4655816693511934,forecast,grey
23,24,1.3307093052022427,forecast,grey
23,38,1.3307093052022427,forecast,grey
10,9,1.1600446623151042,forecast,grey
10,11,1.5865161821935827,forecast,grey
10,25,1.5865161821935827,forecast,grey
24,9,1.1600446623151042,forecast,grey
24,23,1.3307093052022427,forecast,grey
24,25,1.5096494508452394,forecast,grey
24,39,1.5096494508452394,forecast,grey
11,10,1.5865161821935827,forecast,grey
11,12,2.1683975606546393,forecast,grey
11,26,2.1683975606546393,forecast,grey
25,10,1.5865161821935827,forecast,grey
25,24,1.5096494508452394,forecast,grey
25,26,1.9414325559215215,forecast,grey
25,40,1.9414325559215215,forecast,grey
12,11,2.1683975606546393,forecast,grey
12,13,2.770148660743503,forecast,grey
12,27,2.770148660743503,forecast,grey
26,11,2.1683975606546393,forecast,grey
26,25,1.9414325559215215,forecast,grey
26,27,2.5182476920890657,forecast,grey
26,41,2.5182476920890657,forecast,grey
13,12,2.770148660743503,forecast,grey
13,14,3.259431250883266,forecast,grey
13,28,3.259431250883266,forecast,grey
27,12,2.770148660743503,forecast,grey
27,26,2.5182476920890657,forecast,grey
27,28,3.10914038837295,forecast,grey
27,42,3.10914038837295,forecast,grey
14,13,3.259431250883266,forecast,grey
14,29,3.532431385110047,forecast,grey
28,13,3.259431250883266,forecast,grey
28,27,3.10914038837295,forecast,grey
28,29,3.5870425563192416,forecast,grey
28,43,3.5870425563192416,forecast,grey
29,14,3.532431385110047,forecast,grey
29,28,3.5870425563192416,forecast,grey
29,44,3.852914090399769,forecast,grey
30,15,7.262320835279342,actual,red
30,31,7.078410040806234,actual,red
30,45,7.078410040806234,actual,red
31,16,7.107676606561114,actual,red
31,30,7.078410040806234,actual,red
31,32,5.559244139062847,forecast,grey
31,46,6.988011540677869,actual,red
32,17,5.096698321409122,forecast,grey
32,31,5.559244139062847,forecast,grey
32,33,5.083037794127234,forecast,grey
32,47,5.083037794127234,forecast,grey
33,18,4.333727763007797,forecast,grey
33,32,5.083037794127234,forecast,grey
33,34,4.433141762081927,forecast,grey
33,48,4.433141762081927,forecast,grey
34,19,3.466062997364302,forecast,grey
34,33,4.433141762081927,forecast,grey
34,35,3.6934093219152473,forecast,grey
34,49,3.6934093219152473,forecast,grey
35,20,2.616859897301039,forecast,grey
35,34,3.6934093219152473,forecast,grey
35,36,2.972532125493065,forecast,grey
35,50,2.972532125493065,forecast,grey
36,21,1.914461752940816,forecast,grey
