step,current_node,u,v,old_cost,new_cost
1,0,0,1,6.027519135152206,7.337056652700956
1,0,0,15,6.027519135152206,7.337056652700956
1,0,1,0,6.027519135152206,7.337056652700956
1,0,1,16,5.708362571349446,7.093839800631185
1,0,15,0,6.027519135152206,7.337056652700956
1,0,15,16,5.952586614599612,7.262320835279342
1,0,16,1,5.708362571349446,7.093839800631185
1,0,16,15,5.952586614599612,7.262320835279342
2,15,15,30,5.952586614599612,7.262320835279342
2,15,16,31,5.657378470813996,7.107676606561114
2,15,30,15,5.952586614599612,7.262320835279342
2,15,30,31,5.809289766067996,7.078410040806234
2,15,31,16,5.657378470813996,7.107676606561114
2,15,31,30,5.809289766067996,7.078410040806234
3,30,30,45,5.809289766067996,7.078410040806234
3,30,31,46,5.559244139062847,6.988011540677869
3,30,45,30,5.809289766067996,7.078410040806234
3,30,45,46,5.616452356176247,6.666015039449803
3,30,46,31,5.559244139062847,6.988011540677869
3,30,46,45,5.616452356176247,6.666015039449803
4,45,45,60,5.616452356176247,6.666015039449803
4,45,46,61,5.427597565804823,6.623087898209721
4,45,60,45,5.616452356176247,6.666015039449803
4,45,60,61,5.407700260470053,6.033037869111467
4,45,61,46,5.427597565804823,6.623087898209721
4,45,61,60,5.407700260470053,6.033037869111467
5,60,60,75,5.407700260470053,6.033037869111467
5,60,61,76,5.288899209688329,6.057086145023608
5,60,75,60,5.407700260470053,6.033037869111467
5,60,75,76,5.222394690267303,5.373263217620158
5,60,76,61,5.288899209688329,6.057086145023608
5,60,76,75,5.222394690267303,5.373263217620158
6,75,75,90,5.222394690267303,5.373263217620158
6,75,76,91,5.17406813203878,5.510881301286033
6,75,90,75,5.222394690267303,5.373263217620158
6,75,90,91,5.0859987459400635,4.949303233862109
6,75,91,76,5.17406813203878,5.510881301286033
6,75,91,90,5.0859987459400635,4.949303233862109
7,90,90,105,5.0859987459400635,4.949303233862109
7,90,91,106,5.099985582020867,5.232267428450118
7,90,105,90,5.0859987459400635,4.949303233862109
7,90,105,106,4.991485547041327,4.895196068314695
7,90,106,91,5.099985582020867,5.232267428450118
7,90,106,105,4.991485547041327,4.895196068314695
