edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,6.027519135152206,1.3095375175487503
1,1,0,6.027519135152206,1.3095375175487503
2,0,15,6.027519135152206,1.3095375175487503
3,15,0,6.027519135152206,1.3095375175487503
4,1,2,5.708362571349446,1.3854772292817392
5,2,1,5.708362571349446,1.3854772292817392
6,1,16,5.708362571349446,1.3854772292817392
7,16,1,5.708362571349446,1.3854772292817392
8,2,3,5.102958999881394,1.279144714933632
9,3,2,5.102958999881394,1.279144714933632
10,2,17,5.102958999881394,1.279144714933632
11,17,2,5.102958999881394,1.279144714933632
12,3,4,4.280282119088243,1.0131617792682315
13,4,3,4.280282119088243,1.0131617792682315
14,3,18,4.280282119088243,1.0131617792682315
15,18,3,4.280282119088243,1.0131617792682315
16,4,5,3.345316887254168,0.6631727412739337
17,5,4,3.345316887254168,0.6631727412739337
18,4,19,3.345316887254168,0.6631727412739337
19,19,4,3.345316887254168,0.6631727412739337
20,5,6,2.4289190060498314,0.32539661819388144
21,6,5,2.4289190060498314,0.32539661819388144
22,5,20,2.4289190060498314,0.32539661819388144
23,20,5,2.4289190060498314,0.32539661819388144
24,6,7,1.666202076511834,0.08100346009842552
25,7,6,1.666202076511834,0.08100346009842552
26,6,21,1.666202076511834,0.08100346009842552
27,21,6,1.666202076511834,0.08100346009842552
28,7,8,1.168825484195043,0.027501443593774377
29,8,7,1.168825484195043,0.027501443593774377
30,7,22,1.168825484195043,0.027501443593774377
31,22,7,1.168825484195043,0.027501443593774377
32,8,9,1.0,0.0
33,9,8,1.0,0.0
34,8,23,1.0,0.0
35,23,8,1.0,0.0
36,9,10,1.1600446623151042,0.13502468011349644
37,10,9,1.1600446623151042,0.13502468011349644
38,9,24,1.1600446623151042,0.13502468011349644
39,24,9,1.1600446623151042,0.13502468011349644
40,10,11,1.5865161821935827,0.34093515269456076
41,11,10,1.5865161821935827,0.34093515269456076
42,10,25,1.5865161821935827,0.34093515269456076
43,25,10,1.5865161821935827,0.34093515269456076
44,11,12,2.1683975606546393,0.5871236546599343
45,12,11,2.1683975606546393,0.5871236546599343
46,11,26,2.1683975606546393,0.5871236546599343
47,26,11,2.1683975606546393,0.5871236546599343
48,12,13,2.770148660743503,0.8497493104209628
49,13,12,2.770148660743503,0.8497493104209628
50,12,27,2.770148660743503,0.8497493104209628
51,27,12,2.770148660743503,0.8497493104209628
52,13,14,3.259431250883266,1.1020953399377276
53,14,13,3.259431250883266,1.1020953399377276
54,13,28,3.259431250883266,1.1020953399377276
55,28,13,3.259431250883266,1.1020953399377276
56,14,29,3.532431385110047,1.305658443345667
57,29,14,3.532431385110047,1.305658443345667
58,15,16,5.952586614599612,1.3097342206797293
59,16,15,5.952586614599612,1.3097342206797293
60,15,30,5.952586614599612,1.3097342206797293
61,30,15,5.952586614599612,1.3097342206797293
62,16,17,5.657378470813996,1.4502981357471176
63,17,16,5.657378470813996,1.4502981357471176
64,16,31,5.657378470813996,1.4502981357471176
65,31,16,5.657378470813996,1.4502981357471176
66,17,18,5.096698321409122,1.4398737351712922
67,18,17,5.096698321409122,1.4398737351712922
68,17,32,5.096698321409122,1.4398737351712922
69,32,17,5.096698321409122,1.4398737351712922
70,18,19,4.333727763007797,1.2712202350244448
71,19,18,4.333727763007797,1.2712202350244448
72,18,33,4.333727763007797,1.2712202350244448
73,33,18,4.333727763007797,1.2712202350244448
74,19,20,3.466062997364302,0.9877485142656801
75,20,19,3.466062997364302,0.9877485142656801
76,19,34,3.466062997364302,0.9877485142656801
77,34,19,3.466062997364302,0.9877485142656801
78,20,21,2.616859897301039,0.6665950010315411
79,21,20,2.616859897301039,0.6665950010315411
80,20,35,2.616859897301039,0.6665950010315411
81,35,20,2.616859897301039,0.6665950010315411
82,21,22,1.9144617529408159,0.392112038127862
83,22,21,1.9144617529408159,0.392112038127862
84,21,36,1.9144617529408159,0.392112038127862
85,36,21,1.9144617529408159,0.392112038127862
86,22,23,1.4655816693511934,0.22973548668387256
87,23,22,1.4655816693511934,0.22973548668387256
88,22,37,1.4655816693511934,0.22973548668387256
89,37,22,1.4655816693511934,0.22973548668387256
90,23,24,1.3307093052022427,0.2090587287022765
91,24,23,1.3307093052022427,0.2090587287022765
92,23,38,1.3307093052022427,0.2090587287022765
93,38,23,1.3307093052022427,0.2090587287022765
94,24,25,1.5096494508452394,0.3206976904893024
95,25,24,1.5096494508452394,0.3206976904893024
96,24,39,1.5096494508452394,0.3206976904893024
97,39,24,1.5096494508452394,0.3206976904893024
98,25,26,1.9414325559215215,0.5254641760582537
99,26,25,1.9414325559215215,0.5254641760582537
100,25,40,1.9414325559215215,0.5254641760582537
