node_id,x,y
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,0
8,8,0
9,9,0
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,0
27,27,0
28,28,0
29,29,0
30,0,1
31,1,1
32,2,1
33,3,1
34,4,1
35,5,1
36,6,1
37,7,1
38,8,1
39,9,1
40,10,1
41,11,1
42,12,1
43,13,1
44,14,1
45,15,1
46,16,1
47,17,1
48,18,1
49,19,1
50,20,1
51,21,1
52,22,1
53,23,1
54,24,1
55,25,1
56,26,1
57,27,1
58,28,1
59,29,1
60,0,2
61,1,2
62,2,2
63,3,2
64,4,2
65,5,2
66,6,2
67,7,2
68,8,2
69,9,2
70,10,2
71,11,2
72,12,2
73,13,2
74,14,2
75,15,2
76,16,2
77,17,2
78,18,2
79,19,2
80,20,2
81,21,2
82,22,2
83,23,2
84,24,2
85,25,2
86,26,2
87,27,2
88,28,2
89,29,2
90,0,3
91,1,3
92,2,3
93,3,3
94,4,3
95,5,3
96,6,3
97,7,3
98,8,3
99,9,3
100,10,3
101,11,3
102,12,3
103,13,3
104,14,3
105,15,3
106,16,3
107,17,3
108,18,3
109,19,3
110,20,3
111,21,3
112,22,3
113,23,3
114,24,3
115,25,3
116,26,3
117,27,3
118,28,3
119,29,3
120,0,4
121,1,4
122,2,4
123,3,4
124,4,4
125,5,4
126,6,4
127,7,4
128,8,4
129,9,4
130,10,4
131,11,4
132,12,4
133,13,4
134,14,4
135,15,4
136,16,4
137,17,4
138,18,4
139,19,4
140,20,4
141,21,4
142,22,4
143,23,4
144,24,4
145,25,4
146,26,4
147,27,4
148,28,4
149,29,4
150,0,5
151,1,5
152,2,5
153,3,5
154,4,5
155,5,5
156,6,5
157,7,5
158,8,5
159,9,5
160,10,5
161,11,5
162,12,5
163,13,5
164,14,5
165,15,5
166,16,5
167,17,5
168,18,5
169,19,5
170,20,5
171,21,5
172,22,5
173,23,5
174,24,5
175,25,5
176,26,5
177,27,5
178,28,5
179,29,5
180,0,6
181,1,6
182,2,6
183,3,6
184,4,6
185,5,6
186,6,6
187,7,6
188,8,6
189,9,6
190,10,6
191,11,6
192,12,6
193,13,6
194,14,6
195,15,6
196,16,6
197,17,6
198,18,6
199,19,6
200,20,6
201,21,6
202,22,6
203,23,6
204,24,6
205,25,6
206,26,6
207,27,6
208,28,6
209,29,6
210,0,7
211,1,7
212,2,7
213,3,7
214,4,7
215,5,7
216,6,7
217,7,7
218,8,7
219,9,7
220,10,7
221,11,7
222,12,7
223,13,7
224,14,7
225,15,7
226,16,7
227,17,7
228,18,7
229,19,7
230,20,7
231,21,7
232,22,7
233,23,7
234,24,7
235,25,7
236,26,7
237,27,7
238,28,7
239,29,7
240,0,8
241,1,8
242,2,8
243,3,8
244,4,8
245,5,8
246,6,8
247,7,8
248,8,8
249,9,8
250,10,8
251,11,8
252,12,8
253,13,8
254,14,8
255,15,8
256,16,8
257,17,8
258,18,8
259,19,8
260,20,8
261,21,8
262,22,8
263,23,8
264,24,8
265,25,8
266,26,8
267,27,8
268,28,8
269,29,8
270,0,9
271,1,9
272,2,9
273,3,9
274,4,9
275,5,9
276,6,9
277,7,9
278,8,9
279,9,9
280,10,9
281,11,9
282,12,9
283,13,9
284,14,9
285,15,9
286,16,9
287,17,9
288,18,9
289,19,9
290,20,9
291,21,9
292,22,9
293,23,9
294,24,9
295,25,9
296,26,9
297,27,9
298,28,9
299,29,9
300,0,10
301,1,10
302,2,10
303,3,10
304,4,10
305,5,10
306,6,10
307,7,10
308,8,10
309,9,10
310,10,10
311,11,10
312,12,10
313,13,10
314,14,10
315,15,10
316,16,10
317,17,10
318,18,10
319,19,10
320,20,10
321,21,10
322,22,10
323,23,10
324,24,10
325,25,10
326,26,10
327,27,10
328,28,10
329,29,10
330,0,11
331,1,11
332,2,11
333,3,11
334,4,11
335,5,11
336,6,11
337,7,11
338,8,11
339,9,11
340,10,11
341,11,11
342,12,11
343,13,11
344,14,11
345,15,11
346,16,11
347,17,11
348,18,11
349,19,11
350,20,11
351,21,11
352,22,11
353,23,11
354,24,11
355,25,11
356,26,11
357,27,11
358,28,11
359,29,11
360,0,12
361,1,12
362,2,12
363,3,12
364,4,12
365,5,12
366,6,12
367,7,12
368,8,12
369,9,12
370,10,12
371,11,12
372,12,12
373,13,12
374,14,12
375,15,12
376,16,12
377,17,12
378,18,12
379,19,12
380,20,12
381,21,12
382,22,12
383,23,12
384,24,12
385,25,12
386,26,12
387,27,12
388,28,12
389,29,12
390,0,13
391,1,13
392,2,13
393,3,13
394,4,13
395,5,13
396,6,13
397,7,13
398,8,13
399,9,13
400,10,13
401,11,13
402,12,13
403,13,13
404,14,13
405,15,13
406,16,13
407,17,13
408,18,13
409,19,13
410,20,13
411,21,13
412,22,13
413,23,13
414,24,13
415,25,13
416,26,13
417,27,13
418,28,13
419,29,13
420,0,14
421,1,14
422,2,14
423,3,14
424,4,14
425,5,14
426,6,14
427,7,14
428,8,14
429,9,14
430,10,14
431,11,14
432,12,14
433,13,14
434,14,14
435,15,14
436,16,14
437,17,14
438,18,14
439,19,14
440,20,14
441,21,14
442,22,14
443,23,14
444,24,14
445,25,14
446,26,14
447,27,14
448,28,14
449,29,14
450,0,15
451,1,15
452,2,15
453,3,15
454,4,15
455,5,15
456,6,15
457,7,15
458,8,15
459,9,15
460,10,15
461,11,15
462,12,15
463,13,15
464,14,15
465,15,15
466,16,15
467,17,15
468,18,15
469,19,15
470,20,15
471,21,15
472,22,15
473,23,15
474,24,15
475,25,15
476,26,15
477,27,15
478,28,15
479,29,15
480,0,16
481,1,16
482,2,16
483,3,16
484,4,16
485,5,16
486,6,16
487,7,16
488,8,16
489,9,16
490,10,16
491,11,16
492,12,16
493,13,16
494,14,16
495,15,16
496,16,16
497,17,16
498,18,16
499,19,16
500,20,16
501,21,16
502,22,16
503,23,16
504,24,16
505,25,16
506,26,16
507,27,16
508,28,16
509,29,16
510,0,17
511,1,17
512,2,17
513,3,17
514,4,17
515,5,17
516,6,17
517,7,17
518,8,17
519,9,17
520,10,17
521,11,17
522,12,17
523,13,17
524,14,17
525,15,17
526,16,17
527,17,17
528,18,17
529,19,17
530,20,17
531,21,17
532,22,17
533,23,17
534,24,17
535,25,17
536,26,17
537,27,17
538,28,17
539,29,17
540,0,18
541,1,18
542,2,18
543,3,18
544,4,18
545,5,18
546,6,18
547,7,18
548,8,18
549,9,18
550,10,18
551,11,18
552,12,18
553,13,18
554,14,18
555,15,18
556,16,18
557,17,18
558,18,18
559,19,18
560,20,18
561,21,18
562,22,18
563,23,18
564,24,18
565,25,18
566,26,18
567,27,18
568,28,18
569,29,18
570,0,19
571,1,19
572,2,19
573,3,19
574,4,19
575,5,19
576,6,19
577,7,19
578,8,19
579,9,19
580,10,19
581,11,19
582,12,19
583,13,19
584,14,19
585,15,19
586,16,19
587,17,19
588,18,19
589,19,19
590,20,19
591,21,19
592,22,19
593,23,19
594,24,19
595,25,19
596,26,19
597,27,19
598,28,19
599,29,19
600,0,20
601,1,20
602,2,20
603,3,20
604,4,20
605,5,20
606,6,20
607,7,20
608,8,20
609,9,20
610,10,20
611,11,20
612,12,20
613,13,20
614,14,20
615,15,20
616,16,20
617,17,20
618,18,20
619,19,20
620,20,20
621,21,20
622,22,20
623,23,20
624,24,20
625,25,20
626,26,20
627,27,20
628,28,20
629,29,20
630,0,21
631,1,21
632,2,21
633,3,21
634,4,21
635,5,21
636,6,21
637,7,21
638,8,21
