step,current_node,u,v,old_cost,new_cost
1,0,0,1,7.4575230241098,6.741190850910846
1,0,0,200,7.4575230241098,6.741190850910846
1,0,1,0,7.4575230241098,6.741190850910846
1,0,1,201,7.391013252070992,6.324369845639367
1,0,200,0,7.4575230241098,6.741190850910846
1,0,200,201,7.606389156710993,7.201833085660353
1,0,201,1,7.391013252070992,6.324369845639367
1,0,201,200,7.606389156710993,7.201833085660353
2,1,1,2,7.391013252070992,6.324369845639367
2,1,2,1,7.391013252070992,6.324369845639367
2,1,2,202,7.290050437365508,5.906235974391806
2,1,201,202,7.545685918180858,6.729919176369496
2,1,202,2,7.290050437365508,5.906235974391806
2,1,202,201,7.545685918180858,6.729919176369496
3,2,2,3,7.290050437365508,5.906235974391806
3,2,3,2,7.290050437365508,5.906235974391806
3,2,3,203,7.199739832289834,5.6300439307442005
3,2,202,203,7.4552418324160445,6.307123644207959
3,2,203,3,7.199739832289834,5.6300439307442005
3,2,203,202,7.4552418324160445,6.307123644207959
4,3,3,4,7.199739832289834,5.6300439307442005
4,3,4,3,7.199739832289834,5.6300439307442005
4,3,4,204,7.153446194944511,5.5398350407411865
4,3,203,204,7.378365104260004,6.08869384161852
4,3,204,4,7.153446194944511,5.5398350407411865
4,3,204,203,7.378365104260004,6.08869384161852
5,4,4,5,7.153446194944511,5.5398350407411865
5,4,5,4,7.153446194944511,5.5398350407411865
5,4,5,205,7.1581293081555595,5.581849133513519
5,4,204,205,7.346440144428049,6.110384366190174
5,4,205,5,7.1581293081555595,5.581849133513519
5,4,205,204,7.346440144428049,6.110384366190174
6,5,5,6,7.1581293081555595,5.581849133513519
6,5,6,5,7.1581293081555595,5.581849133513519
6,5,6,206,7.196997570300825,5.654977272546082
6,5,205,206,7.364608282762369,6.290993063833311
6,5,206,6,7.196997570300825,5.654977272546082
6,5,206,205,7.364608282762369,6.290993063833311
7,6,6,7,7.196997570300825,5.654977272546082
7,6,7,6,7.196997570300825,5.654977272546082
7,6,7,207,7.244742489872497,5.677602036521083
7,6,206,207,7.414476673298418,6.4912980389514106
7,6,207,7,7.244742489872497,5.677602036521083
7,6,207,206,7.414476673298418,6.4912980389514106
8,7,7,8,7.244742489872497,5.677602036521083
8,7,8,7,7.244742489872497,5.677602036521083
8,7,8,208,7.284090465520134,5.632543140430339
8,7,207,208,7.469222646895043,6.594161636362982
8,7,208,8,7.284090465520134,5.632543140430339
8,7,208,207,7.469222646895043,6.594161636362982
9,8,8,9,7.284090465520134,5.632543140430339
9,8,9,8,7.284090465520134,5.632543140430339
9,8,9,209,7.31396714583257,5.568257620004542
9,8,208,209,7.5100239662889985,6.562339964896469
9,8,209,9,7.31396714583257,5.568257620004542
9,8,209,208,7.5100239662889985,6.562339964896469
10,9,9,10,7.31396714583257,5.568257620004542
10,9,10,9,7.31396714583257,5.568257620004542
10,9,10,210,7.346218615254592,5.561735723881057
10,9,209,210,7.53425205524368,6.446558163596875
10,9,210,10,7.346218615254592,5.561735723881057
10,9,210,209,7.53425205524368,6.446558163596875
11,10,10,11,7.346218615254592,5.561735723881057
11,10,11,10,7.346218615254592,5.561735723881057
11,10,11,211,7.39467626085801,5.669707199864545
11,10,210,211,7.552407985036584,6.346046687906256
11,10,211,11,7.39467626085801,5.669707199864545
11,10,211,210,7.552407985036584,6.346046687906256
12,11,11,12,7.39467626085801,5.669707199864545
12,11,12,11,7.39467626085801,5.669707199864545
12,11,12,212,7.463740175442462,5.897793202867898
12,11,211,212,7.577540454394541,6.3490788970651435
12,11,212,12,7.463740175442462,5.897793202867898
12,11,212,211,7.577540454394541,6.3490788970651435
13,12,12,13,7.463740175442462,5.897793202867898
13,12,13,12,7.463740175442462,5.897793202867898
13,12,13,213,7.542680475890601,6.202168927467225
13,12,212,213,7.614231719023267,6.488026610390113
13,12,213,13,7.542680475890601,6.202168927467225
13,12,213,212,7.614231719023267,6.488026610390113
14,13,13,14,7.542680475890601,6.202168927467225
14,13,14,13,7.542680475890601,6.202168927467225
14,13,14,214,7.607859531033146,6.516457978541941
14,13,213,214,7.653239745687789,6.730040228898046
14,13,214,14,7.607859531033146,6.516457978541941
14,13,214,213,7.653239745687789,6.730040228898046
15,14,14,15,7.607859531033146,6.516457978541941
15,14,15,14,7.607859531033146,6.516457978541941
15,14,15,215,7.630814192583896,6.782547912630006
15,14,214,215,7.673872343642234,7.001045354190358
15,14,215,15,7.630814192583896,6.782547912630006
15,14,215,214,7.673872343642234,7.001045354190358
16,15,15,16,7.630814192583896,6.782547912630006
16,15,16,15,7.630814192583896,6.782547912630006
16,15,16,216,7.587964019293377,6.965987506762566
16,15,215,216,7.651904113780234,7.2226950171216355
16,15,216,16,7.587964019293377,6.965987506762566
16,15,216,215,7.651904113780234,7.2226950171216355
17,16,16,17,7.587964019293377,6.965987506762566
17,16,17,16,7.587964019293377,6.965987506762566
17,16,17,217,7.468153133753345,7.051434899095553
17,16,216,217,7.568716562699601,7.339506368219191
17,16,217,17,7.468153133753345,7.051434899095553
17,16,217,216,7.568716562699601,7.339506368219191
18,17,17,18,7.468153133753345,7.051434899095553
18,17,18,17,7.468153133753345,7.051434899095553
18,17,18,218,7.276299735869069,7.029590240808198
18,17,217,218,7.417894797751261,7.325723373274542
18,17,218,18,7.276299735869069,7.029590240808198
18,17,218,217,7.417894797751261,7.325723373274542
19,217,216,416,7.568716562699601,7.339506368219191
19,217,217,417,7.417894797751261,7.325723373274542
19,217,218,418,7.207740473033574,7.177972066964947
19,217,416,216,7.568716562699601,7.339506368219191
19,217,416,417,7.503506705416919,7.5112336443305106
19,217,417,217,7.417894797751261,7.325723373274542
19,217,417,416,7.503506705416919,7.5112336443305106
19,217,417,418,7.300887882177515,7.3445202692779485
19,217,418,218,7.207740473033574,7.177972066964947
19,217,418,417,7.300887882177515,7.3445202692779485
20,417,416,616,7.503506705416919,7.5112336443305106
20,417,417,617,7.300887882177515,7.3445202692779485
20,417,418,618,7.063257633005546,7.069871061389116
20,417,616,416,7.503506705416919,7.5112336443305106
20,417,616,617,7.355159051617104,7.408625645415643
20,417,617,417,7.300887882177515,7.3445202692779485
20,417,617,616,7.355159051617104,7.408625645415643
20,417,617,618,7.096567974909538,7.0776128226100505
20,417,618,418,7.063257633005546,7.069871061389116
20,417,618,617,7.096567974909538,7.0776128226100505
21,617,616,816,7.355159051617104,7.408625645415643
21,617,617,817,7.096567974909538,7.0776128226100505
21,617,618,818,6.8364454142414,6.709611998013343
21,617,816,616,7.355159051617104,7.408625645415643
21,617,816,817,7.0979968998600835,7.041455214884459
21,617,817,617,7.096567974909538,7.0776128226100505
21,617,817,816,7.0979968998600835,7.041455214884459
21,617,817,818,6.796436573873043,6.581275868657733
21,617,818,618,6.8364454142414,6.709611998013343
21,617,818,817,6.796436573873043,6.581275868657733
22,817,816,1016,7.0979968998600835,7.041455214884459
22,817,817,1017,6.796436573873043,6.581275868657733
22,817,818,1018,6.532091192027674,6.178817051985773
22,817,1016,816,7.0979968998600835,7.041455214884459
22,817,1016,1017,6.73288782941298,6.487869025659138
22,817,1017,817,6.796436573873043,6.581275868657733
22,817,1017,1016,6.73288782941298,6.487869025659138
22,817,1017,1018,6.4138052608575045,5.969954638871898
22,817,1018,818,6.532091192027674,6.178817051985773
22,817,1018,1017,6.4138052608575045,5.969954638871898
23,1017,1016,1216,6.73288782941298,6.487869025659138
23,1017,1017,1217,6.4138052608575045,5.969954638871898
23,1017,1018,1218,6.171095681171802,5.602442201836683
23,1017,1216,1016,6.73288782941298,6.487869025659138
23,1017,1216,1217,6.289364484338876,5.856714131781437
23,1017,1217,1017,6.4138052608575045,5.969954638871898
23,1017,1217,1216,6.289364484338876,5.856714131781437
23,1017,1217,1218,5.982899530947283,5.3676756508679695
23,1017,1218,1018,6.171095681171802,5.602442201836683
23,1017,1218,1217,5.982899530947283,5.3676756508679695
24,1217,1216,1416,6.289364484338876,5.856714131781437
24,1217,1217,1417,5.982899530947283,5.3676756508679695
24,1217,1218,1418,5.787560706675256,5.098515594240339
24,1217,1416,1216,6.289364484338876,5.856714131781437
24,1217,1416,1417,5.817226908946454,5.247943341294593
24,1217,1417,1217,5.982899530947283,5.3676756508679695
24,1217,1417,1416,5.817226908946454,5.247943341294593
24,1217,1417,1418,5.550195608535257,4.86424095312354
24,1217,1418,1218,5.787560706675256,5.098515594240339
24,1217,1418,1417,5.550195608535257,4.86424095312354
25,1417,1416,1616,5.817226908946454,5.247943341294593
25,1417,1417,1617,5.550195608535257,4.86424095312354
25,1417,1418,1618,5.4209376373477545,4.736124214017968
25,1417,1616,1416,5.817226908946454,5.247943341294593
25,1417,1616,1617,5.374066585660487,4.731281073270649
25,1417,1617,1417,5.550195608535257,4.86424095312354
25,1417,1617,1616,5.374066585660487,4.731281073270649
25,1417,1617,1618,5.163875385317334,4.4975224649575285
25,1417,1618,1418,5.4209376373477545,4.736124214017968
25,1417,1618,1617,5.163875385317334,4.4975224649575285
26,1617,1616,1816,5.374066585660487,4.731281073270649
26,1617,1617,1817,5.163875385317334,4.4975224649575285
26,1617,1618,1818,5.108074965126885,4.522205763355519
26,1617,1816,1616,5.374066585660487,4.731281073270649
26,1617,1816,1817,5.013986162820771,4.349017360728857
26,1617,1817,1617,5.163875385317334,4.4975224649575285
26,1617,1817,1816,5.013986162820771,4.349017360728857
26,1617,1817,1818,4.865672779712508,4.266477125337824
26,1617,1818,1618,5.108074965126885,4.522205763355519
26,1617,1818,1817,4.865672779712508,4.266477125337824
27,1817,1816,2016,5.013986162820771,4.349017360728857
27,1817,1817,2017,4.865672779712508,4.266477125337824
27,1817,1818,2018,4.878227054192637,4.421140264353721
27,1817,2016,1816,5.013986162820771,4.349017360728857
27,1817,2016,2017,4.779443072345082,4.131712194967131
27,1817,2017,1817,4.865672779712508,4.266477125337824
27,1817,2017,2016,4.779443072345082,4.131712194967131
27,1817,2017,2018,4.686035945461613,4.160386252378075
27,1817,2018,1818,4.878227054192637,4.421140264353721
27,1817,2018,2017,4.686035945461613,4.160386252378075
28,1818,1618,1619,5.108074965126885,4.522205763355519
28,1818,1619,1618,5.108074965126885,4.522205763355519
28,1818,1619,1819,5.200725789128924,4.792599681468867
28,1818,1818,1819,4.878227054192637,4.421140264353721
28,1818,1819,1619,5.200725789128924,4.792599681468867
28,1818,1819,1818,4.878227054192637,4.421140264353721
28,1818,1819,2019,5.040316800622811,4.773168290659685
28,1818,2018,2019,4.751076990313078,4.391905077533808
28,1818,2019,1819,5.040316800622811,4.773168290659685
28,1818,2019,2018,4.751076990313078,4.391905077533808
29,1819,1619,1620,5.200725789128924,4.792599681468867
29,1819,1620,1619,5.200725789128924,4.792599681468867
29,1819,1620,1820,5.412465779908702,5.225088883592081
29,1819,1819,1820,5.040316800622811,4.773168290659685
