order,edge_id,u,v,nominal_forecast,deviation_abs,covered_by_pi,rho_implied,robust_cost_component
1,2,0,200,7.4575230241098,0.7163321731989534,True,0.0,0.0
2,798,200,201,7.606389156710993,0.4045560710506395,True,0.0,0.0
3,802,201,202,7.545685918180858,0.8157667418113626,False,0.018993196894721898,0.018993196894721898
4,806,202,203,7.4552418324160445,1.1481181882080858,False,0.3513446432914451,0.3513446432914451
5,810,203,204,7.378365104260004,1.289671262641484,False,0.49289771772484325,0.49289771772484325
6,814,204,205,7.346440144428049,1.2360557782378754,False,0.4392822333212347,0.4392822333212347
7,818,205,206,7.364608282762369,1.073615218929057,False,0.27684167401241644,0.27684167401241644
8,822,206,207,7.414476673298418,0.923178634347008,False,0.12640508943036732,0.12640508943036732
9,826,207,208,7.469222646895043,0.8750610105320611,False,0.07828746561542044,0.07828746561542044
10,830,208,209,7.5100239662889985,0.9476840013925294,False,0.15091045647588874,0.15091045647588874
11,834,209,210,7.53425205524368,1.087693891646805,False,0.2909203467301644,0.2909203467301644
12,838,210,211,7.552407985036584,1.2063612971303277,False,0.40958775221368704,0.40958775221368704
13,842,211,212,7.577540454394541,1.228461557329397,False,0.43168801241275645,0.43168801241275645
14,846,212,213,7.614231719023267,1.1262051086331537,False,0.32943156371651305,0.32943156371651305
15,850,213,214,7.653239745687789,0.9231995167897428,False,0.12642597187310212,0.12642597187310212
16,854,214,215,7.673872343642234,0.6728269894518757,True,0.0,0.0
17,860,215,415,7.651904113780234,0.4292090966585986,True,0.0,0.0
18,1658,415,615,7.656960633519805,0.1070238115949031,True,0.0,0.0
19,2456,615,815,7.591369934970907,0.0566452317816565,True,0.0,0.0
20,3254,815,1015,7.410309003024347,0.0601128710948728,True,0.0,0.0
21,4052,1015,1215,7.0990137002346945,0.0534931105633766,True,0.0,0.0
22,4850,1215,1415,6.678372228868856,0.2241350177225953,True,0.0,0.0
23,5648,1415,1615,6.197543981024333,0.4004330444384614,True,0.0,0.0
24,6444,1615,1616,5.720261196358577,0.5508148316887045,True,0.0,0.0
25,6448,1616,1617,5.374066585660487,0.642785512389838,True,0.0,0.0
26,6452,1617,1618,5.163875385317334,0.6663529203598051,True,0.0,0.0
27,6456,1618,1619,5.108074965126885,0.5858692017713665,True,0.0,0.0
28,6460,1619,1620,5.200725789128924,0.4081261076600571,True,0.0,0.0
29,6464,1620,1621,5.412465779908702,0.1873768963166213,True,0.0,0.0
30,6468,1621,1622,5.697659336984572,0.0028525196900348,True,0.0,0.0
31,6472,1622,1623,6.005131858688017,0.0801343440700605,True,0.0,0.0
32,6476,1623,1624,6.288171257211175,0.0431729437406982,True,0.0,0.0
33,6480,1624,1625,6.510271340719002,0.0777951483969143,True,0.0,0.0
34,6484,1625,1626,6.645911229954207,0.214925367139843,True,0.0,0.0
35,6488,1626,1627,6.678717171960338,0.3070292563028953,True,0.0,0.0
36,6492,1627,1628,6.600636190106749,0.3310056126044651,True,0.0,0.0
37,6496,1628,1629,6.414392745837883,0.3081141941335712,True,0.0,0.0
38,6500,1629,1630,6.138376213742256,0.2833393650217539,True,0.0,0.0
39,6504,1630,1631,5.810308544058157,0.2927584487428589,True,0.0,0.0
40,6508,1631,1632,5.485518299486086,0.3402189567232199,True,0.0,0.0
41,6512,1632,1633,5.227923674601247,0.3970793194335575,True,0.0,0.0
42,6518,1633,1833,5.095633403207007,0.4228656938336774,True,0.0,0.0
43,7316,1833,2033,4.924572085778565,0.4303150317659616,True,0.0,0.0
44,8114,2033,2233,4.763546241026354,0.3972834972413572,True,0.0,0.0
45,8910,2233,2234,4.6004345587593285,0.3432335838930589,True,0.0,0.0
46,8916,2234,2434,4.406196877524778,0.4390129161326488,True,0.0,0.0
47,9714,2434,2634,4.172743467204374,0.3713010825264544,True,0.0,0.0
48,10512,2634,2834,3.955703683410879,0.2882837075152453,True,0.0,0.0
49,11310,2834,3034,3.7731804879180055,0.2132684808064713,True,0.0,0.0
50,12106,3034,3035,3.6470030487000984,0.1684190481673138,True,0.0,0.0
51,12112,3035,3235,3.560629248143457,0.0896438854663643,True,0.0,0.0
52,12908,3235,3236,3.5364343178109774,0.1324161630565399,True,0.0,0.0
53,12912,3236,3237,3.624047741000952,0.3933923836302373,True,0.0,0.0
54,12916,3237,3238,3.786873161009754,0.4901088932574886,True,0.0,0.0
55,12920,3238,3239,3.9575141634443742,0.3590773192096499,True,0.0,0.0
56,12924,3239,3240,4.097566894947804,0.0329890313092073,True,0.0,0.0
57,12928,3240,3241,4.205769784082243,0.3669296724328936,True,0.0,0.0
58,12932,3241,3242,4.309213894511183,0.6821929192524361,True,0.0,0.0
59,12936,3242,3243,4.442761275975009,0.7872854565250798,True,0.0,0.0
60,12940,3243,3244,4.626731693052303,0.6438408390403003,True,0.0,0.0
61,12944,3244,3245,4.852913428336429,0.3126541045785904,True,0.0,0.0
62,12948,3245,3246,5.084420486308849,0.0798316152195717,True,0.0,0.0
63,12952,3246,3247,5.268441073757323,0.4006086526606047,True,0.0,0.0
64,12956,3247,3248,5.355723928651687,0.5639437385237667,True,0.0,0.0
65,12960,3248,3249,5.318853028512718,0.5557518808533235,True,0.0,0.0
66,12964,3249,3250,5.163075811864867,0.4228283777742287,True,0.0,0.0
67,12968,3250,3251,4.927099638618111,0.2398613740059341,True,0.0,0.0
68,12972,3251,3252,4.674800971454218,0.0752786764789785,True,0.0,0.0
69,12976,3252,3253,4.480889621926924,0.0282250833464852,True,0.0,0.0
70,12980,3253,3254,4.414154908817964,0.0554984943669447,True,0.0,0.0
71,12986,3254,3454,4.521722897563653,0.0110456765641391,True,0.0,0.0
72,13784,3454,3654,4.657611282108295,0.0509256373111934,True,0.0,0.0
73,14582,3654,3854,4.775832707180918,0.1900154416104671,True,0.0,0.0
74,15378,3854,3855,4.915354472557663,0.3885263498822144,True,0.0,0.0
75,15384,3855,4055,5.053188152917993,0.5306731344213809,True,0.0,0.0
76,16180,4055,4056,5.203804707192004,0.7340203657904123,True,0.0,0.0
77,16186,4056,4256,5.4018788740165355,0.7994850463916494,False,0.0027115014750087596,0.0027115014750087596
78,16984,4256,4456,5.588202607919427,0.7967735449166407,True,0.0,0.0
79,17782,4456,4656,5.860198568663603,0.536411184020932,True,0.0,0.0
80,18580,4656,4856,6.158525548604709,0.091631632173275,True,0.0,0.0
81,19378,4856,5056,6.3967414417551,0.3728542228950235,True,0.0,0.0
82,20176,5056,5256,6.491198952180132,0.6684378534516782,True,0.0,0.0
83,20974,5256,5456,6.392397657614219,0.6699634456911285,True,0.0,0.0
84,21772,5456,5656,6.104435894803709,0.3785824530703587,True,0.0,0.0
85,22570,5656,5856,5.6837593362641465,0.0751285904087089,True,0.0,0.0
86,23368,5856,6056,5.217582831976751,0.4926829444849137,True,0.0,0.0
87,24164,6056,6057,4.791737715196058,0.7033068553680266,True,0.0,0.0
88,24170,6057,6257,4.342341729314163,0.6217372830120982,True,0.0,0.0
89,24966,6257,6258,3.938529262191575,0.6418890197374227,True,0.0,0.0
90,24972,6258,6458,3.584987401334863,0.4753740743518828,True,0.0,0.0
91,25770,6458,6658,3.2779889901734305,0.3913843750368975,True,0.0,0.0
92,26566,6658,6659,3.096475319585275,0.2540360787845692,True,0.0,0.0
93,26572,6659,6859,2.956890270638537,0.1605938418707011,True,0.0,0.0
94,27370,6859,7059,2.897749550881152,0.1785011194077639,True,0.0,0.0
95,28168,7059,7259,2.933779509732263,0.2563757143404497,True,0.0,0.0
96,28966,7259,7459,3.054662886102483,0.3433385006806708,True,0.0,0.0
97,29762,7459,7460,3.250392408929614,0.3591691419612219,True,0.0,0.0
98,29768,7460,7660,3.4679682762689668,0.323078793205934,True,0.0,0.0
99,30566,7660,7860,3.712134616575233,0.1885342905922211,True,0.0,0.0
100,31364,7860,8060,3.962180145179474,0.0427376010326243,True,0.0,0.0
101,32162,8060,8260,4.177449908936671,0.2770027651950535,True,0.0,0.0
102,32960,8260,8460,4.324155526646492,0.4094968718186766,True,0.0,0.0
