edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,2.857270809139359,0.6297677481278212
1,1,0,2.857270809139359,0.6297677481278212
2,0,20,2.857270809139359,0.6297677481278212
3,20,0,2.857270809139359,0.6297677481278212
4,1,2,2.702795050615719,0.26696517378363627
5,2,1,2.702795050615719,0.26696517378363627
6,1,21,2.702795050615719,0.26696517378363627
7,21,1,2.702795050615719,0.26696517378363627
8,2,3,2.4338376296458955,0.03655254796235852
9,3,2,2.4338376296458955,0.03655254796235852
10,2,22,2.4338376296458955,0.03655254796235852
11,22,2,2.4338376296458955,0.03655254796235852
12,3,4,2.1192814656774024,0.0064135648804057865
13,4,3,2.1192814656774024,0.0064135648804057865
14,3,23,2.1192814656774024,0.0064135648804057865
15,23,3,2.1192814656774024,0.0064135648804057865
16,4,5,1.8394259428865682,0.1321470648226819
17,5,4,1.8394259428865682,0.1321470648226819
18,4,24,1.8394259428865682,0.1321470648226819
19,24,4,1.8394259428865682,0.1321470648226819
20,5,6,1.6686929136094162,0.3915816357805162
21,6,5,1.6686929136094162,0.3915816357805162
22,5,25,1.6686929136094162,0.3915816357805162
23,25,5,1.6686929136094162,0.3915816357805162
24,6,7,1.663466139645242,0.6780379288496798
25,7,6,1.663466139645242,0.6780379288496798
26,6,26,1.663466139645242,0.6780379288496798
27,26,6,1.663466139645242,0.6780379288496798
28,7,8,1.8567861967629649,0.8971536460970995
29,8,7,1.8567861967629649,0.8971536460970995
30,7,27,1.8567861967629649,0.8971536460970995
31,27,7,1.8567861967629649,0.8971536460970995
32,8,9,2.2587121229426397,0.9881711629575767
33,9,8,2.2587121229426397,0.9881711629575767
34,8,28,2.2587121229426397,0.9881711629575767
35,28,8,2.2587121229426397,0.9881711629575767
36,9,10,2.8595705708941477,0.9457044861248622
37,10,9,2.8595705708941477,0.9457044861248622
38,9,29,2.8595705708941477,0.9457044861248622
39,29,9,2.8595705708941477,0.9457044861248622
40,10,11,3.633286650683804,0.8175914322728137
41,11,10,3.633286650683804,0.8175914322728137
42,10,30,3.633286650683804,0.8175914322728137
43,30,10,3.633286650683804,0.8175914322728137
44,11,12,4.539404608237755,0.6770876327272095
45,12,11,4.539404608237755,0.6770876327272095
46,11,31,4.539404608237755,0.6770876327272095
47,31,11,4.539404608237755,0.6770876327272095
48,12,13,5.524504737402125,0.5811428828063008
49,13,12,5.524504737402125,0.5811428828063008
50,12,32,5.524504737402125,0.5811428828063008
51,32,12,5.524504737402125,0.5811428828063008
52,13,14,6.5252617571617,0.5359304443860449
53,14,13,6.5252617571617,0.5359304443860449
54,13,33,6.5252617571617,0.5359304443860449
55,33,13,6.5252617571617,0.5359304443860449
56,14,15,7.475098192982569,0.4895229401997634
57,15,14,7.475098192982569,0.4895229401997634
58,14,34,7.475098192982569,0.4895229401997634
59,34,14,7.475098192982569,0.4895229401997634
60,15,16,8.314077612931719,0.3585803358213582
61,16,15,8.314077612931719,0.3585803358213582
62,15,35,8.314077612931719,0.3585803358213582
63,35,15,8.314077612931719,0.3585803358213582
64,16,17,8.998789014360352,0.07720724641614396
65,17,16,8.998789014360352,0.07720724641614396
66,16,36,8.998789014360352,0.07720724641614396
67,36,16,8.998789014360352,0.07720724641614396
68,17,18,9.507632647593057,0.35775105616085945
69,18,17,9.507632647593057,0.35775105616085945
70,17,37,9.507632647593057,0.35775105616085945
71,37,17,9.507632647593057,0.35775105616085945
72,18,19,9.838537574227196,0.8709728463304813
73,19,18,9.838537574227196,0.8709728463304813
74,18,38,9.838537574227196,0.8709728463304813
75,38,18,9.838537574227196,0.8709728463304813
