edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,6.0454477194485206,3.708298747640481
1,1,0,6.0454477194485206,3.708298747640481
2,0,15,6.0454477194485206,3.708298747640481
3,15,0,6.0454477194485206,3.708298747640481
4,1,2,7.046283383332667,2.790632009482354
5,2,1,7.046283383332667,2.790632009482354
6,1,16,7.046283383332667,2.790632009482354
7,16,1,7.046283383332667,2.790632009482354
8,2,3,8.003540331969162,1.9456135183877432
9,3,2,8.003540331969162,1.9456135183877432
10,2,17,8.003540331969162,1.9456135183877432
11,17,2,8.003540331969162,1.9456135183877432
12,3,4,8.739126569741545,1.2608734302584548
13,4,3,8.739126569741545,1.2608734302584548
14,3,18,8.739126569741545,1.2608734302584548
15,18,3,8.739126569741545,1.2608734302584548
16,4,5,9.112134072799206,0.7767724262815623
17,5,4,9.112134072799206,0.7767724262815623
18,4,19,9.112134072799206,0.7767724262815623
19,19,4,9.112134072799206,0.7767724262815623
20,5,6,9.0577460498164,0.47232100583102365
21,6,5,9.0577460498164,0.47232100583102365
22,5,20,9.0577460498164,0.47232100583102365
23,20,5,9.0577460498164,0.47232100583102365
24,6,7,8.56602898031905,0.3059448497739279
25,7,6,8.56602898031905,0.3059448497739279
26,6,21,8.56602898031905,0.3059448497739279
27,21,6,8.56602898031905,0.3059448497739279
28,7,8,7.649151590623381,0.2631125779921506
29,8,7,7.649151590623381,0.2631125779921506
30,7,22,7.649151590623381,0.2631125779921506
31,22,7,7.649151590623381,0.2631125779921506
32,8,9,6.350458247111765,0.3559684934457943
33,9,8,6.350458247111765,0.3559684934457943
34,8,23,6.350458247111765,0.3559684934457943
35,23,8,6.350458247111765,0.3559684934457943
36,9,10,4.794776150940392,0.5697962218879145
37,10,9,4.794776150940392,0.5697962218879145
38,9,24,4.794776150940392,0.5697962218879145
39,24,9,4.794776150940392,0.5697962218879145
40,10,11,3.220810597733361,0.8100290081949182
41,11,10,3.220810597733361,0.8100290081949182
42,10,25,3.220810597733361,0.8100290081949182
43,25,10,3.220810597733361,0.8100290081949182
44,11,12,1.9342270772307004,0.9139336168336274
45,12,11,1.9342270772307004,0.9139336168336274
46,11,26,1.9342270772307004,0.9139336168336274
47,26,11,1.9342270772307004,0.9139336168336274
48,12,13,1.182780303433098,0.7395870486363827
49,13,12,1.182780303433098,0.7395870486363827
50,12,27,1.182780303433098,0.7395870486363827
51,27,12,1.182780303433098,0.7395870486363827
52,13,14,1.0291158958493156,0.2751926933677671
53,14,13,1.0291158958493156,0.2751926933677671
54,13,28,1.0291158958493156,0.2751926933677671
55,28,13,1.0291158958493156,0.2751926933677671
56,14,29,1.3146311681800225,0.31463116818002246
57,29,14,1.3146311681800225,0.31463116818002246
58,15,16,7.64530390714318,2.1718099289240467
59,16,15,7.64530390714318,2.1718099289240467
60,15,30,7.64530390714318,2.1718099289240467
61,30,15,7.64530390714318,2.1718099289240467
62,16,17,8.358977106253334,1.5211851904731724
63,17,16,8.358977106253334,1.5211851904731724
64,16,31,8.358977106253334,1.5211851904731724
65,31,16,8.358977106253334,1.5211851904731724
66,17,18,8.968647622764394,0.9905999866159281
67,18,17,8.968647622764394,0.9905999866159281
68,17,32,8.968647622764394,0.9905999866159281
69,32,17,8.968647622764394,0.9905999866159281
70,18,19,9.387421288765252,0.5875752231188347
71,19,18,9.387421288765252,0.5875752231188347
72,18,33,9.387421288765252,0.5875752231188347
73,33,18,9.387421288765252,0.5875752231188347
74,19,20,9.559055786168393,0.2784821166783171
75,20,19,9.559055786168393,0.2784821166783171
76,19,34,9.559055786168393,0.2784821166783171
77,34,19,9.559055786168393,0.2784821166783171
78,20,21,9.449008959639174,0.018854711457654716
79,21,20,9.449008959639174,0.018854711457654716
80,20,35,9.449008959639174,0.018854711457654716
81,35,20,9.449008959639174,0.018854711457654716
82,21,22,9.007172626804397,0.19094476739791943
83,22,21,9.007172626804397,0.19094476739791943
84,21,36,9.007172626804397,0.19094476739791943
85,36,21,9.007172626804397,0.19094476739791943
86,22,23,8.162722506330674,0.2847067802544183
87,23,22,8.162722506330674,0.2847067802544183
88,22,37,8.162722506330674,0.2847067802544183
89,37,22,8.162722506330674,0.2847067802544183
90,23,24,6.883825360784624,0.17934391574577102
91,24,23,6.883825360784624,0.17934391574577102
92,23,38,6.883825360784624,0.17934391574577102
93,38,23,6.883825360784624,0.17934391574577102
94,24,25,5.2657658374286305,0.13548881865063134
95,25,24,5.2657658374286305,0.13548881865063134
96,24,39,5.2657658374286305,0.13548881865063134
97,39,24,5.2657658374286305,0.13548881865063134
98,25,26,3.566112532244989,0.5423714283724665
99,26,25,3.566112532244989,0.5423714283724665
100,25,40,3.566112532244989,0.5423714283724665
101,40,25,3.566112532244989,0.5423714283724665
102,26,27,2.1322605078386903,0.8331999214220791
103,27,26,2.1322605078386903,0.8331999214220791
104,26,41,2.1322605078386903,0.8331999214220791
105,41,26,2.1322605078386903,0.8331999214220791
106,27,28,1.2486390017861924,0.8256926348120754
107,28,27,1.2486390017861924,0.8256926348120754
108,27,42,1.2486390017861924,0.8256926348120754
109,42,27,1.2486390017861924,0.8256926348120754
110,28,29,1.0,0.4821996642334392
111,29,28,1.0,0.4821996642334392
112,28,43,1.0,0.4821996642334392
113,43,28,1.0,0.4821996642334392
114,29,44,1.243423551364557,0.05160203895617799
115,44,29,1.243423551364557,0.05160203895617799
116,30,31,8.89816684733708,0.9641197248513045
117,31,30,8.89816684733708,0.9641197248513045
118,30,45,8.89816684733708,0.9641197248513045
119,45,30,8.89816684733708,0.9641197248513045
120,31,32,9.284024813386134,0.6070406689998666
121,32,31,9.284024813386134,0.6070406689998666
122,31,46,9.284024813386134,0.6070406689998666
123,46,31,9.284024813386134,0.6070406689998666
124,32,33,9.52142868062455,0.3924532467056654
125,33,32,9.52142868062455,0.3924532467056654
126,32,47,9.52142868062455,0.3924532467056654
127,47,32,9.52142868062455,0.3924532467056654
128,33,34,9.621331307681546,0.24927664192489907
129,34,33,9.621331307681546,0.24927664192489907
130,33,48,9.621331307681546,0.24927664192489907
131,48,33,9.621331307681546,0.24927664192489907
132,34,35,9.611302343713637,0.07873014574638582
133,35,34,9.611302343713637,0.07873014574638582
134,34,49,9.611302343713637,0.07873014574638582
135,49,34,9.611302343713637,0.07873014574638582
136,35,36,9.480123732080976,0.17483238427255188
137,36,35,9.480123732080976,0.17483238427255188
138,35,50,9.480123732080976,0.17483238427255188
139,50,35,9.480123732080976,0.17483238427255188
140,36,37,9.130507226888854,0.4602480787240868
141,37,36,9.130507226888854,0.4602480787240868
142,36,51,9.130507226888854,0.4602480787240868
143,51,36,9.130507226888854,0.4602480787240868
144,37,38,8.407397460480627,0.6303354263220946
145,38,37,8.407397460480627,0.6303354263220946
146,37,52,8.407397460480627,0.6303354263220946
147,52,37,8.407397460480627,0.6303354263220946
148,38,39,7.2093184200402884,0.5392399275541537
149,39,38,7.2093184200402884,0.5392399275541537
150,38,53,7.2093184200402884,0.5392399275541537
151,53,38,7.2093184200402884,0.5392399275541537
152,39,40,5.609690693959001,0.16254679607102407
153,40,39,5.609690693959001,0.16254679607102407
154,39,54,5.609690693959001,0.16254679607102407
155,54,39,5.609690693959001,0.16254679607102407
156,40,41,3.887859004652061,0.35288829939906075
157,41,40,3.887859004652061,0.35288829939906075
158,40,55,3.887859004652061,0.35288829939906075
159,55,40,3.887859004652061,0.35288829939906075
160,41,42,2.426647315732551,0.7557474533906379
161,42,41,2.426647315732551,0.7557474533906379
162,41,56,2.426647315732551,0.7557474533906379
163,56,41,2.426647315732551,0.7557474533906379
164,42,43,1.5322974857113811,0.8335871754963078
165,43,42,1.5322974857113811,0.8335871754963078
166,42,57,1.5322974857113811,0.8335871754963078
167,57,42,1.5322974857113811,0.8335871754963078
168,43,44,1.2930878949936835,0.5367021158972218
169,44,43,1.2930878949936835,0.5367021158972218
170,43,58,1.2930878949936835,0.5367021158972218
171,58,43,1.2930878949936835,0.5367021158972218
172,44,59,1.5654091515804267,0.004157154287746545
173,59,44,1.5654091515804267,0.004157154287746545
174,45,46,9.588788309990932,0.18570159853761048
175,46,45,9.588788309990932,0.18570159853761048
176,45,60,9.588788309990932,0.18570159853761048
177,60,45,9.588788309990932,0.18570159853761048
178,46,47,9.662937947256582,0.10129088684873189
179,47,46,9.662937947256582,0.10129088684873189
180,46,61,9.662937947256582,0.10129088684873189
181,61,46,9.662937947256582,0.10129088684873189
182,47,48,9.56266105918542,0.16064832874575963
183,48,47,9.56266105918542,0.16064832874575963
184,47,62,9.56266105918542,0.16064832874575963
185,62,47,9.56266105918542,0.16064832874575963
186,48,49,9.389570430381314,0.2246636882549744
187,49,48,9.389570430381314,0.2246636882549744
188,48,63,9.389570430381314,0.2246636882549744
189,63,48,9.389570430381314,0.2246636882549744
190,49,50,9.24377631974242,0.14430118983362838
191,50,49,9.24377631974242,0.14430118983362838
192,49,64,9.24377631974242,0.14430118983362838
193,64,49,9.24377631974242,0.14430118983362838
194,50,51,9.128183338153615,0.13503412911471457
195,51,50,9.128183338153615,0.13503412911471457
196,50,65,9.128183338153615,0.13503412911471457
197,65,50,9.128183338153615,0.13503412911471457
198,51,52,8.898032239669309,0.5090150150899664
199,52,51,8.898032239669309,0.5090150150899664
200,51,66,8.898032239669309,0.5090150150899664
201,66,51,8.898032239669309,0.5090150150899664
202,52,53,8.324740976856148,0.7591273463809518
203,53,52,8.324740976856148,0.7591273463809518
204,52,67,8.324740976856148,0.7591273463809518
205,67,52,8.324740976856148,0.7591273463809518
206,53,54,7.253823393454557,0.6934004351650973
207,54,53,7.253823393454557,0.6934004351650973
208,53,68,7.253823393454557,0.6934004351650973
209,68,53,7.253823393454557,0.6934004351650973
210,54,55,5.7498420628086,0.287736692684021
211,55,54,5.7498420628086,0.287736692684021
212,54,69,5.7498420628086,0.287736692684021
213,69,54,5.7498420628086,0.287736692684021
214,55,56,4.11506331346372,0.27734290083131263
215,56,55,4.11506331346372,0.27734290083131263
216,55,70,4.11506331346372,0.27734290083131263
217,70,55,4.11506331346372,0.27734290083131263
218,56,57,2.7548762417997033,0.7153331693862435
219,57,56,2.7548762417997033,0.7153331693862435
220,56,71,2.7548762417997033,0.7153331693862435
221,71,56,2.7548762417997033,0.7153331693862435
222,57,58,1.975033791558475,0.7998577130675373
223,58,57,1.975033791558475,0.7998577130675373
224,57,72,1.975033791558475,0.7998577130675373
225,72,57,1.975033791558475,0.7998577130675373
226,58,59,1.8436177495022794,0.48663506732246864
227,59,58,1.8436177495022794,0.48663506732246864
228,58,73,1.8436177495022794,0.48663506732246864
229,73,58,1.8436177495022794,0.48663506732246864
230,59,74,2.1983273709908313,0.07899762151750966
231,74,59,2.1983273709908313,0.07899762151750966
232,60,61,9.598380032549263,0.12703199132113063
233,61,60,9.598380032549263,0.12703199132113063
234,60,75,9.598380032549263,0.12703199132113063
235,75,60,9.598380032549263,0.12703199132113063
236,61,62,9.433937677370078,0.0075495649989729685
237,62,61,9.433937677370078,0.0075495649989729685
238,61,76,9.433937677370078,0.0075495649989729685
239,76,61,9.433937677370078,0.0075495649989729685
240,62,63,9.085655283748153,0.24356363429211392
241,63,62,9.085655283748153,0.24356363429211392
242,62,77,9.085655283748153,0.24356363429211392
243,77,62,9.085655283748153,0.24356363429211392
244,63,64,8.725757816617982,0.43760462082507345
245,64,63,8.725757816617982,0.43760462082507345
246,63,78,8.725757816617982,0.43760462082507345
247,78,63,8.725757816617982,0.43760462082507345
248,64,65,8.50715486719997,0.39413146569535407
249,65,64,8.50715486719997,0.39413146569535407
250,64,79,8.50715486719997,0.39413146569535407
251,79,64,8.50715486719997,0.39413146569535407
252,65,66,8.437537089800793,0.06963481643470537
253,66,65,8.437537089800793,0.06963481643470537
254,65,80,8.437537089800793,0.06963481643470537
255,80,65,8.437537089800793,0.06963481643470537
256,66,67,8.332391570017275,0.3837059985919451
257,67,66,8.332391570017275,0.3837059985919451
