edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,3.318244732458089,2.318244732458089
1,1,0,3.318244732458089,2.318244732458089
2,0,15,3.318244732458089,2.318244732458089
3,15,0,3.318244732458089,2.318244732458089
4,1,2,3.266179761979492,2.1976631765726866
5,2,1,3.266179761979492,2.1976631765726866
6,1,16,3.266179761979492,2.1976631765726866
7,16,1,3.266179761979492,2.1976631765726866
8,2,3,3.260300671908959,2.0124255697685287
9,3,2,3.260300671908959,2.0124255697685287
10,2,17,3.260300671908959,2.0124255697685287
11,17,2,3.260300671908959,2.0124255697685287
12,3,4,3.4881259682454893,1.8916260710529125
13,4,3,3.4881259682454893,1.8916260710529125
14,3,18,3.4881259682454893,1.8916260710529125
15,18,3,3.4881259682454893,1.8916260710529125
16,4,5,4.030762745236542,1.8789194297057898
17,5,4,4.030762745236542,1.8789194297057898
18,4,19,4.030762745236542,1.8789194297057898
19,19,4,4.030762745236542,1.8789194297057898
20,5,6,4.802368747346794,1.8998713404390086
21,6,5,4.802368747346794,1.8998713404390086
22,5,20,4.802368747346794,1.8998713404390086
23,20,5,4.802368747346794,1.8998713404390086
24,6,7,5.622317992213247,1.840513963191444
25,7,6,5.622317992213247,1.840513963191444
26,6,21,5.622317992213247,1.840513963191444
27,21,6,5.622317992213247,1.840513963191444
28,7,8,6.337106774798169,1.6542860326627542
29,8,7,6.337106774798169,1.6542860326627542
30,7,22,6.337106774798169,1.6542860326627542
31,22,7,6.337106774798169,1.6542860326627542
32,8,9,6.876863783496031,1.3906921010983506
33,9,8,6.876863783496031,1.3906921010983506
34,8,23,6.876863783496031,1.3906921010983506
35,23,8,6.876863783496031,1.3906921010983506
36,9,10,7.215216819642989,1.1241794152705396
37,10,9,7.215216819642989,1.1241794152705396
38,9,24,7.215216819642989,1.1241794152705396
39,24,9,7.215216819642989,1.1241794152705396
40,10,11,7.308258338931504,0.8663731419871823
41,11,10,7.308258338931504,0.8663731419871823
42,10,25,7.308258338931504,0.8663731419871823
43,25,10,7.308258338931504,0.8663731419871823
44,11,12,7.105656662636259,0.560748726216171
45,12,11,7.105656662636259,0.560748726216171
46,11,26,7.105656662636259,0.560748726216171
47,26,11,7.105656662636259,0.560748726216171
48,12,13,6.638023707825663,0.17008543818030564
49,13,12,6.638023707825663,0.17008543818030564
50,12,27,6.638023707825663,0.17008543818030564
51,27,12,6.638023707825663,0.17008543818030564
52,13,14,6.085365360486225,0.23421458323874944
53,14,13,6.085365360486225,0.23421458323874944
54,13,28,6.085365360486225,0.23421458323874944
