edge_id,u,v,nominal_forecast,deviation_abs
0,0,1,5.930741397000267,0.9326461879740435
1,1,0,5.930741397000267,0.9326461879740435
2,0,15,5.930741397000267,0.9326461879740435
3,15,0,5.930741397000267,0.9326461879740435
4,1,2,5.746159564008623,0.7555670465147433
5,2,1,5.746159564008623,0.7555670465147433
6,1,16,5.746159564008623,0.7555670465147433
7,16,1,5.746159564008623,0.7555670465147433
8,2,3,5.559746412926792,0.5791106240962929
9,3,2,5.559746412926792,0.5791106240962929
10,2,17,5.559746412926792,0.5791106240962929
11,17,2,5.559746412926792,0.5791106240962929
12,3,4,5.357697826278209,0.38300086217463924
13,4,3,5.357697826278209,0.38300086217463924
14,3,18,5.357697826278209,0.38300086217463924
15,18,3,5.357697826278209,0.38300086217463924
16,4,5,5.139149755956195,0.16308267663228726
17,5,4,5.139149755956195,0.16308267663228726
18,4,19,5.139149755956195,0.16308267663228726
19,19,4,5.139149755956195,0.16308267663228726
20,5,6,4.922560699502242,0.05956075575654385
21,6,5,4.922560699502242,0.05956075575654385
22,5,20,4.922560699502242,0.05956075575654385
23,20,5,4.922560699502242,0.05956075575654385
24,6,7,4.740731993849295,0.24366072706534148
25,7,6,4.740731993849295,0.24366072706534148
26,6,21,4.740731993849295,0.24366072706534148
27,21,6,4.740731993849295,0.24366072706534148
28,7,8,4.626433373604288,0.3442717404841593
29,8,7,4.626433373604288,0.3442717404841593
30,7,22,4.626433373604288,0.3442717404841593
31,22,7,4.626433373604288,0.3442717404841593
32,8,9,4.595595122186021,0.33282575703015116
33,9,8,4.595595122186021,0.33282575703015116
34,8,23,4.595595122186021,0.33282575703015116
35,23,8,4.595595122186021,0.33282575703015116
36,9,10,4.636518833484778,0.21188417319306918
37,10,9,4.636518833484778,0.21188417319306918
38,9,24,4.636518833484778,0.21188417319306918
39,24,9,4.636518833484778,0.21188417319306918
40,10,11,4.710814820099396,0.01856491597682286
41,11,10,4.710814820099396,0.01856491597682286
42,10,25,4.710814820099396,0.01856491597682286
43,25,10,4.710814820099396,0.01856491597682286
44,11,12,4.766251756371442,0.1846581664321949
45,12,11,4.766251756371442,0.1846581664321949
46,11,26,4.766251756371442,0.1846581664321949
47,26,11,4.766251756371442,0.1846581664321949
48,12,13,4.756218999835193,0.3285841743358997
49,13,12,4.756218999835193,0.3285841743358997
50,12,27,4.756218999835193,0.3285841743358997
51,27,12,4.756218999835193,0.3285841743358997
52,13,14,4.657715849478167,0.3592686869375452
53,14,13,4.657715849478167,0.3592686869375452
54,13,28,4.657715849478167,0.3592686869375452
55,28,13,4.657715849478167,0.3592686869375452
56,14,29,4.480840175745927,0.2564511137600567
57,29,14,4.480840175745927,0.2564511137600567
58,15,16,5.536098202170962,0.583911678339077
59,16,15,5.536098202170962,0.583911678339077
60,15,30,5.536098202170962,0.583911678339077
61,30,15,5.536098202170962,0.583911678339077
62,16,17,5.36366758726444,0.40584352930003487
63,17,16,5.36366758726444,0.40584352930003487
64,16,31,5.36366758726444,0.40584352930003487
65,31,16,5.36366758726444,0.40584352930003487
66,17,18,5.249740781766833,0.2774608214915881
67,18,17,5.249740781766833,0.2774608214915881
68,17,32,5.249740781766833,0.2774608214915881
69,32,17,5.249740781766833,0.2774608214915881
70,18,19,5.173659226266226,0.17509584015061375
71,19,18,5.173659226266226,0.17509584015061375
72,18,33,5.173659226266226,0.17509584015061375
73,33,18,5.173659226266226,0.17509584015061375
74,19,20,5.117269032902334,0.08187254246441888
75,20,19,5.117269032902334,0.08187254246441888
76,19,34,5.117269032902334,0.08187254246441888
77,34,19,5.117269032902334,0.08187254246441888
78,20,21,5.0723789998493,0.0027331064815525608
79,21,20,5.0723789998493,0.0027331064815525608
80,20,35,5.0723789998493,0.0027331064815525608
81,35,20,5.0723789998493,0.0027331064815525608
82,21,22,5.039309462711161,0.06514104721607694
83,22,21,5.039309462711161,0.06514104721607694
84,21,36,5.039309462711161,0.06514104721607694
85,36,21,5.039309462711161,0.06514104721607694
86,22,23,5.019125759913208,0.08833253834177413
87,23,22,5.019125759913208,0.08833253834177413
88,22,37,5.019125759913208,0.08833253834177413
89,37,22,5.019125759913208,0.08833253834177413
90,23,24,5.005555132985199,0.06388937140416573
91,24,23,5.005555132985199,0.06388937140416573
92,23,38,5.005555132985199,0.06388937140416573
93,38,23,5.005555132985199,0.06388937140416573
94,24,25,4.982308188855989,0.0008744174363712887
95,25,24,4.982308188855989,0.0008744174363712887
96,24,39,4.982308188855989,0.0008744174363712887
97,39,24,4.982308188855989,0.0008744174363712887
98,25,26,4.9279429714247165,0.08333630752989496
99,26,25,4.9279429714247165,0.08333630752989496
100,25,40,4.9279429714247165,0.08333630752989496
101,40,25,4.9279429714247165,0.08333630752989496
102,26,27,4.825750789473869,0.1522598789205647
103,27,26,4.825750789473869,0.1522598789205647
104,26,41,4.825750789473869,0.1522598789205647
105,41,26,4.825750789473869,0.1522598789205647
106,27,28,4.673156402653179,0.17728416819342385
107,28,27,4.673156402653179,0.17728416819342385
108,27,42,4.673156402653179,0.17728416819342385
109,42,27,4.673156402653179,0.17728416819342385
110,28,29,4.485480884154174,0.13779584271595358
111,29,28,4.485480884154174,0.13779584271595358
112,28,43,4.485480884154174,0.13779584271595358
113,43,28,4.485480884154174,0.13779584271595358
114,29,44,4.292264284642458,0.029156759697020362
115,44,29,4.292264284642458,0.029156759697020362
