order,edge_id,u,v,nominal_forecast,deviation_abs,covered_by_pi,rho_implied,robust_cost_component
1,2,0,50,4.825666384276063,0.4390535361527394,True,0.0,0.0
2,200,50,100,4.80979604933354,0.576013384345627,True,0.0,0.0
3,396,100,101,4.8037148282115965,0.5763448330675969,True,0.0,0.0
4,400,101,102,4.809233394865872,0.4523067942608643,True,0.0,0.0
5,404,102,103,4.808714417722603,0.4160132644829666,True,0.0,0.0
6,408,103,104,4.785670243978258,0.4414842883061247,True,0.0,0.0
7,412,104,105,4.727937523051329,0.4855247171297723,True,0.0,0.0
8,416,105,106,4.634609491028275,0.5317712676593072,True,0.0,0.0
9,420,106,107,4.517759341285679,0.587761485590685,True,0.0,0.0
10,424,107,108,4.398911442631958,0.6488203775669144,True,0.0,0.0
11,430,108,158,4.302183614245671,0.6773196321322796,True,0.0,0.0
12,626,158,159,4.194255197460386,0.9906171597716664,False,0.008063793608080405,0.008063793608080405
13,630,159,160,4.103003671735674,0.9336105733764976,True,0.0,0.0
14,636,160,210,4.0710938390370135,0.7946420044240505,True,0.0,0.0
15,832,210,211,4.012305275879891,0.9676042995391998,True,0.0,0.0
16,838,211,261,4.010582037405742,0.7945958253835292,True,0.0,0.0
17,1034,261,262,4.070710892885629,0.9472349683253344,True,0.0,0.0
18,1038,262,263,4.111685554262211,0.7809568300851804,True,0.0,0.0
19,1044,263,313,4.247741422359884,0.6522257355368168,True,0.0,0.0
20,1240,313,314,4.386778835260445,0.7747388069855998,True,0.0,0.0
21,1246,314,364,4.580330876785782,0.6535697576127988,True,0.0,0.0
22,1442,364,365,4.803915279415573,0.6727275484533815,True,0.0,0.0
23,1448,365,415,5.030186228274243,0.5313482665651987,True,0.0,0.0
24,1644,415,416,5.272807091572255,0.412507457483958,True,0.0,0.0
25,1650,416,466,5.4783931351869555,0.2863278949404231,True,0.0,0.0
26,1848,466,516,5.6583874425656635,0.1011935803802357,True,0.0,0.0
27,2046,516,566,5.792680322693272,0.010125651366879,True,0.0,0.0
28,2244,566,616,5.8468570214584945,0.038147169300867,True,0.0,0.0
29,2442,616,666,5.803964342755822,0.1800398512835785,True,0.0,0.0
30,2640,666,716,5.668007120014339,0.4040889388145263,True,0.0,0.0
31,2838,716,766,5.463077418655738,0.6652456647936393,True,0.0,0.0
32,3036,766,816,5.228851467561628,0.9212201744660122,True,0.0,0.0
33,3232,816,817,5.013878512764492,1.1440967488132563,False,0.16154338264967028,0.16154338264967028
34,3238,817,867,5.042605296276556,0.9474631390485078,True,0.0,0.0
35,3434,867,868,4.94551663681388,1.0931852990796225,False,0.11063193291603646,0.11063193291603646
36,3440,868,918,5.159790994541734,0.789235800734363,True,0.0,0.0
37,3638,918,968,5.206020270950951,0.8681077108864095,True,0.0,0.0
38,3836,968,1018,5.328344394517364,0.975504435415078,True,0.0,0.0
39,4032,1018,1019,5.526221801056004,1.113369343185325,False,0.13081597702173908,0.13081597702173908
40,4038,1019,1069,5.890135914004783,0.7216549486529518,True,0.0,0.0
41,4234,1069,1070,6.093219886052404,0.909592334158038,True,0.0,0.0
42,4240,1070,1120,6.459604538944026,0.5301793421290943,True,0.0,0.0
43,4438,1120,1170,6.603309324424978,0.7580720985680909,True,0.0,0.0
44,4634,1170,1171,6.746175862967446,1.0224172983220925,False,0.03986393215850648,0.03986393215850648
45,4640,1171,1221,6.958985728317649,0.6765761582879621,True,0.0,0.0
46,4836,1221,1222,7.024327404040473,0.9588756925842166,True,0.0,0.0
47,4842,1222,1272,7.1329927112942615,0.6749377676817252,True,0.0,0.0
48,5038,1272,1273,7.159393118663514,0.9277377645931012,True,0.0,0.0
49,5044,1273,1323,7.152816048728139,0.7341616921372749,True,0.0,0.0
50,5242,1323,1373,7.181940370696177,0.8950893932778756,True,0.0,0.0
51,5440,1373,1423,7.264435188872363,0.993409670358198,False,0.010856304194612032,0.010856304194612032
52,5638,1423,1473,7.391527191905863,1.0142893462961844,False,0.031735980132598374,0.031735980132598374
53,5836,1473,1523,7.540146353730512,0.9734780386731412,True,0.0,0.0
54,6034,1523,1573,7.679648804226007,0.911887807051917,True,0.0,0.0
55,6232,1573,1623,7.780650613659805,0.8781447155448152,True,0.0,0.0
56,6430,1623,1673,7.822931243982457,0.9063319299276272,True,0.0,0.0
57,6628,1673,1723,7.799517165608353,0.998989759379568,False,0.016436393215982004,0.016436393215982004
58,6826,1723,1773,7.715381838771653,1.1235999210686494,False,0.14104655490506335,0.14104655490506335
59,7024,1773,1823,7.581268487688421,1.2249288666443618,False,0.24237550048077583,0.24237550048077583
60,7222,1823,1873,7.405161770672402,1.2483842457854797,False,0.26583087962189367,0.26583087962189367
61,7420,1873,1923,7.185061287631397,1.164325795558927,False,0.181772429395341,0.181772429395341
62,7618,1923,1973,6.906417716884007,0.982553366163586,True,0.0,0.0
63,7816,1973,2023,6.545916031096969,0.750367555462268,True,0.0,0.0
64,8014,2023,2073,6.080804194845511,0.5347453963384048,True,0.0,0.0
65,8212,2073,2123,5.5006999344734036,0.3961125715039939,True,0.0,0.0
66,8410,2123,2173,4.817470174030172,0.3646239155667405,True,0.0,0.0
67,8608,2173,2223,4.06895200987219,0.4283653201972806,True,0.0,0.0
68,8806,2223,2273,3.314036301808277,0.5373696902134864,True,0.0,0.0
69,9004,2273,2323,2.6194985097547585,0.6205471063924293,True,0.0,0.0
70,9202,2323,2373,2.042556518892151,0.6082639813822397,True,0.0,0.0
71,9400,2373,2423,1.6163089682732554,0.4533446927354509,True,0.0,0.0
72,9596,2423,2424,1.3457193181316898,0.146377345875496,True,0.0,0.0
73,9602,2424,2474,1.1632217706912855,0.1632217706912857,True,0.0,0.0
74,9750,2474,2475,1.0246555087567133,0.2228623539184584,True,0.0,0.0
75,9752,2475,2476,1.0,0.1965138738221197,True,0.0,0.0
76,9754,2476,2477,1.1428936743043523,0.1829600642092672,True,0.0,0.0
77,9756,2477,2478,1.443020070259945,0.1203764056457414,True,0.0,0.0
78,9758,2478,2479,1.8834304506713,0.0363412959115554,True,0.0,0.0
79,9760,2479,2480,2.440790022222295,0.25969424882553,True,0.0,0.0
80,9762,2480,2481,3.0822211125897416,0.4581835477224532,True,0.0,0.0
81,9764,2481,2482,3.762086337740997,0.5476076951156035,True,0.0,0.0
82,9766,2482,2483,4.423410396188917,0.5242721870301277,True,0.0,0.0
83,9768,2483,2484,5.006091259161086,0.4741789262810769,True,0.0,0.0
84,9770,2484,2485,5.459393892136945,0.5070187638992305,True,0.0,0.0
85,9772,2485,2486,5.753046304982879,0.6696910279443022,True,0.0,0.0
86,9774,2486,2487,5.881952284160956,0.9118729567825952,True,0.0,0.0
87,9776,2487,2488,5.863362451012834,1.1301547782375634,False,0.14760141207397737,0.14760141207397737
88,9778,2488,2489,5.729250809782602,1.2493052384295469,False,0.26675187226596087,0.26675187226596087
89,9780,2489,2490,5.517931262011714,1.2701339198723431,False,0.2875805537087571,0.2875805537087571
90,9782,2490,2491,5.2674124619777345,1.247521186784212,False,0.26496782062062596,0.26496782062062596
91,9784,2491,2492,5.010658470517222,1.2261991446324294,False,0.2436457784688434,0.2436457784688434
92,9786,2492,2493,4.772014191187287,1.1968612086938974,False,0.21430784253031143,0.21430784253031143
93,9788,2493,2494,4.5648987219844805,1.1111209957303392,False,0.12856762956675316,0.12856762956675316
94,9790,2494,2495,4.391951657317298,0.936167039127894,True,0.0,0.0
95,9792,2495,2496,4.248525972178825,0.6940476815096663,True,0.0,0.0
96,9794,2496,2497,4.128590518676483,0.4488776600627093,True,0.0,0.0
97,9796,2497,2498,4.030210927693677,0.2577186250919379,True,0.0,0.0
98,9798,2498,2499,3.9575458774043417,0.135287326802544,True,0.0,0.0
