start,end,cost,source,color_code
0,1,4.386612848123324,actual,red
0,50,4.386612848123324,actual,red
1,0,4.386612848123324,actual,red
1,2,4.8430151566328306,forecast,grey
1,51,4.684065715445224,actual,red
50,0,4.386612848123324,actual,red
50,51,4.233782664987913,actual,red
50,100,4.233782664987913,actual,red
2,1,4.8430151566328306,forecast,grey
2,3,4.8644909513461805,forecast,grey
2,52,4.8644909513461805,forecast,grey
51,1,4.684065715445224,actual,red
51,50,4.233782664987913,actual,red
51,52,4.473114058598895,actual,red
51,101,4.473114058598895,actual,red
3,2,4.8644909513461805,forecast,grey
3,4,4.870998767310219,forecast,grey
3,53,4.870998767310219,forecast,grey
52,2,4.8644909513461805,forecast,grey
52,51,4.473114058598895,actual,red
52,53,4.833884677945444,forecast,grey
52,102,4.636828079266657,actual,red
4,3,4.870998767310219,forecast,grey
4,5,4.84780801683152,forecast,grey
4,54,4.84780801683152,forecast,grey
53,3,4.870998767310219,forecast,grey
53,52,4.833884677945444,forecast,grey
53,54,4.827863328807115,forecast,grey
53,103,4.827863328807115,forecast,grey
5,4,4.84780801683152,forecast,grey
5,6,4.792114924072539,forecast,grey
5,55,4.792114924072539,forecast,grey
54,4,4.84780801683152,forecast,grey
54,53,4.827863328807115,forecast,grey
54,55,4.7905294203262265,forecast,grey
54,104,4.7905294203262265,forecast,grey
6,5,4.792114924072539,forecast,grey
6,7,4.714656282259903,forecast,grey
6,56,4.714656282259903,forecast,grey
55,5,4.792114924072539,forecast,grey
55,54,4.7905294203262265,forecast,grey
55,56,4.720128216781633,forecast,grey
55,105,4.720128216781633,forecast,grey
7,6,4.714656282259903,forecast,grey
7,8,4.635383621351119,forecast,grey
7,57,4.635383621351119,forecast,grey
56,6,4.714656282259903,forecast,grey
56,55,4.720128216781633,forecast,grey
56,57,4.628090357114002,forecast,grey
56,106,4.628090357114002,forecast,grey
8,7,4.635383621351119,forecast,grey
8,9,4.5756640642877695,forecast,grey
8,58,4.5756640642877695,forecast,grey
57,7,4.635383621351119,forecast,grey
57,56,4.628090357114002,forecast,grey
57,58,4.534978319841371,forecast,grey
57,107,4.534978319841371,forecast,grey
9,8,4.5756640642877695,forecast,grey
9,10,4.550773514510288,forecast,grey
9,59,4.550773514510288,forecast,grey
58,8,4.5756640642877695,forecast,grey
58,57,4.534978319841371,forecast,grey
58,59,4.463046346613639,forecast,grey
58,108,4.463046346613639,forecast,grey
10,9,4.550773514510288,forecast,grey
10,11,4.566421214253713,forecast,grey
10,60,4.566421214253713,forecast,grey
59,9,4.550773514510288,forecast,grey
59,58,4.463046346613639,forecast,grey
59,60,4.428860680105428,forecast,grey
59,109,4.428860680105428,forecast,grey
11,10,4.566421214253713,forecast,grey
11,12,4.621165461760675,forecast,grey
11,61,4.621165461760675,forecast,grey
60,10,4.566421214253713,forecast,grey
60,59,4.428860680105428,forecast,grey
60,61,4.43950530513687,forecast,grey
60,110,4.43950530513687,forecast,grey
12,11,4.621165461760675,forecast,grey
12,13,4.713169655918422,forecast,grey
12,62,4.713169655918422,forecast,grey
61,11,4.621165461760675,forecast,grey
61,60,4.43950530513687,forecast,grey
61,62,4.494335228946954,forecast,grey
61,111,4.494335228946954,forecast,grey
13,12,4.713169655918422,forecast,grey
13,14,4.846697836541686,forecast,grey
13,63,4.846697836541686,forecast,grey
62,12,4.713169655918422,forecast,grey
62,61,4.494335228946954,forecast,grey
62,63,4.591151594897971,forecast,grey
62,112,4.591151594897971,forecast,grey
14,13,4.846697836541686,forecast,grey
14,15,5.033557683558269,forecast,grey
14,64,5.033557683558269,forecast,grey
63,13,4.846697836541686,forecast,grey
63,62,4.591151594897971,forecast,grey
63,64,4.732671530221955,forecast,grey
63,113,4.732671530221955,forecast,grey
15,14,5.033557683558269,forecast,grey
15,16,5.287966683848657,forecast,grey
15,65,5.287966683848657,forecast,grey
64,14,5.033557683558269,forecast,grey
64,63,4.732671530221955,forecast,grey
64,65,4.928639266243204,forecast,grey
64,114,4.928639266243204,forecast,grey
16,15,5.287966683848657,forecast,grey
16,17,5.6178644615031645,forecast,grey
16,66,5.6178644615031645,forecast,grey
65,15,5.287966683848657,forecast,grey
65,64,4.928639266243204,forecast,grey
65,66,5.191699936913056,forecast,grey
65,115,5.191699936913056,forecast,grey
17,16,5.6178644615031645,forecast,grey
17,18,6.018202422802506,forecast,grey
17,67,6.018202422802506,forecast,grey
66,16,5.6178644615031645,forecast,grey
66,65,5.191699936913056,forecast,grey
66,67,5.529447398078512,forecast,grey
66,116,5.529447398078512,forecast,grey
18,17,6.018202422802506,forecast,grey
18,19,6.470267164165198,forecast,grey
18,68,6.470267164165198,forecast,grey
67,17,6.018202422802506,forecast,grey
67,66,5.529447398078512,forecast,grey
67,68,5.937755170210678,forecast,grey
67,117,5.937755170210678,forecast,grey
19,18,6.470267164165198,forecast,grey
19,20,6.946873142121687,forecast,grey
19,69,6.946873142121687,forecast,grey
68,18,6.470267164165198,forecast,grey
68,67,5.937755170210678,forecast,grey
68,69,6.399513093858345,forecast,grey
68,118,6.399513093858345,forecast,grey
20,19,6.946873142121687,forecast,grey
20,21,7.419608223695907,forecast,grey
20,70,7.419608223695907,forecast,grey
69,19,6.946873142121687,forecast,grey
69,68,6.399513093858345,forecast,grey
69,70,6.889059162446852,forecast,grey
69,119,6.889059162446852,forecast,grey
21,20,7.419608223695907,forecast,grey
21,22,7.863853329989075,forecast,grey
21,71,7.863853329989075,forecast,grey
70,20,7.419608223695907,forecast,grey
70,69,6.889059162446852,forecast,grey
70,71,7.378936851408825,forecast,grey
70,120,7.378936851408825,forecast,grey
22,21,7.863853329989075,forecast,grey
22,23,8.25985992178747,forecast,grey
22,72,8.25985992178747,forecast,grey
71,21,7.863853329989075,forecast,grey
71,70,7.378936851408825,forecast,grey
71,72,7.844804486082553,forecast,grey
71,121,7.844804486082553,forecast,grey
23,22,8.25985992178747,forecast,grey
23,24,8.591217202275443,forecast,grey
23,73,8.591217202275443,forecast,grey
72,22,8.25985992178747,forecast,grey
72,71,7.844804486082553,forecast,grey
72,73,8.266555150147077,forecast,grey
72,122,8.266555150147077,forecast,grey
24,23,8.591217202275443,forecast,grey
24,25,8.84309008865138,forecast,grey
24,74,8.84309008865138,forecast,grey
73,23,8.591217202275443,forecast,grey
73,72,8.266555150147077,forecast,grey
73,74,8.626735419470482,forecast,grey
73,123,8.626735419470482,forecast,grey
25,24,8.84309008865138,forecast,grey
25,26,9.001392372514694,forecast,grey
25,75,9.001392372514694,forecast,grey
74,24,8.84309008865138,forecast,grey
74,73,8.626735419470482,forecast,grey
74,75,8.908674436644368,forecast,grey
74,124,8.908674436644368,forecast,grey
26,25,9.001392372514694,forecast,grey
26,27,9.052467174903772,forecast,grey
26,76,9.052467174903772,forecast,grey
75,25,9.001392372514694,forecast,grey
75,74,8.908674436644368,forecast,grey
75,76,9.095772983962716,forecast,grey
75,125,9.095772983962716,forecast,grey
27,26,9.052467174903772,forecast,grey
27,28,8.982818909086554,forecast,grey
27,77,8.982818909086554,forecast,grey
76,26,9.052467174903772,forecast,grey
76,75,9.095772983962716,forecast,grey
76,77,9.171748713260026,forecast,grey
76,126,9.171748713260026,forecast,grey
28,27,8.982818909086554,forecast,grey
28,29,8.779920360420174,forecast,grey
28,78,8.779920360420174,forecast,grey
77,27,8.982818909086554,forecast,grey
77,76,9.171748713260026,forecast,grey
77,78,9.121241271145992,forecast,grey
77,127,9.121241271145992,forecast,grey
29,28,8.779920360420174,forecast,grey
29,30,8.436082577149993,forecast,grey
29,79,8.436082577149993,forecast,grey
78,28,8.779920360420174,forecast,grey
78,77,9.121241271145992,forecast,grey
78,79,8.931316752749671,forecast,grey
78,128,8.931316752749671,forecast,grey
30,29,8.436082577149993,forecast,grey
30,31,7.955947982498723,forecast,grey
30,80,7.955947982498723,forecast,grey
79,29,8.436082577149993,forecast,grey
79,78,8.931316752749671,forecast,grey
79,80,8.5953909240617,forecast,grey
79,129,8.5953909240617,forecast,grey
31,30,7.955947982498723,forecast,grey
31,32,7.3647699380446,forecast,grey
31,81,7.3647699380446,forecast,grey
80,30,7.955947982498723,forecast,grey
80,79,8.5953909240617,forecast,grey
80,81,8.120070404490015,forecast,grey
80,130,8.120070404490015,forecast,grey
32,31,7.3647699380446,forecast,grey
32,33,6.7120210997503245,forecast,grey
32,82,6.7120210997503245,forecast,grey
81,31,7.3647699380446,forecast,grey
81,80,8.120070404490015,forecast,grey
81,82,7.53249081995037,forecast,grey
81,131,7.53249081995037,forecast,grey
33,32,6.7120210997503245,forecast,grey
33,34,6.065794018764853,forecast,grey
33,83,6.065794018764853,forecast,grey
82,32,6.7120210997503245,forecast,grey
82,81,7.53249081995037,forecast,grey
82,83,6.883262552479176,forecast,grey
82,132,6.883262552479176,forecast,grey
34,33,6.065794018764853,forecast,grey
34,35,5.498087807694139,forecast,grey
34,84,5.498087807694139,forecast,grey
83,33,6.065794018764853,forecast,grey
83,82,6.883262552479176,forecast,grey
83,84,6.240767626445892,forecast,grey
83,133,6.240767626445892,forecast,grey
35,34,5.498087807694139,forecast,grey
35,36,5.066481964549132,forecast,grey
35,85,5.066481964549132,forecast,grey
84,34,5.498087807694139,forecast,grey
84,83,6.240767626445892,forecast,grey
84,85,5.676717461872388,forecast,grey
84,134,5.676717461872388,forecast,grey
36,35,5.066481964549132,forecast,grey
36,37,4.800057322900889,forecast,grey
36,86,4.800057322900889,forecast,grey
85,35,5.066481964549132,forecast,grey
85,84,5.676717461872388,forecast,grey
85,86,5.248053928010145,forecast,grey
85,135,5.248053928010145,forecast,grey
37,36,4.800057322900889,forecast,grey
37,38,4.6950873240292985,forecast,grey
37,87,4.6950873240292985,forecast,grey
86,36,4.800057322900889,forecast,grey
86,85,5.248053928010145,forecast,grey
86,87,4.982813371789295,forecast,grey
86,136,4.982813371789295,forecast,grey
38,37,4.6950873240292985,forecast,grey
38,39,4.720806096758623,forecast,grey
38,88,4.720806096758623,forecast,grey
87,37,4.6950873240292985,forecast,grey
87,86,4.982813371789295,forecast,grey
87,88,4.875632902319515,forecast,grey
87,137,4.875632902319515,forecast,grey
39,38,4.720806096758623,forecast,grey
39,40,4.831157423999689,forecast,grey
39,89,4.831157423999689,forecast,grey
88,38,4.720806096758623,forecast,grey
88,87,4.875632902319515,forecast,grey
88,89,4.893591333795383,forecast,grey
88,138,4.893591333795383,forecast,grey
40,39,4.831157423999689,forecast,grey
40,41,4.977375049465493,forecast,grey
40,90,4.977375049465493,forecast,grey
89,39,4.831157423999689,forecast,grey
89,88,4.893591333795383,forecast,grey
89,90,4.988518281730484,forecast,grey
89,139,4.988518281730484,forecast,grey
41,40,4.977375049465493,forecast,grey
41,42,5.118199662564274,forecast,grey
41,91,5.118199662564274,forecast,grey
90,40,4.977375049465493,forecast,grey
90,89,4.988518281730484,forecast,grey
90,91,5.11044524460917,forecast,grey
90,140,5.11044524460917,forecast,grey
42,41,5.118199662564274,forecast,grey
42,43,5.226863836641617,forecast,grey
42,92,5.226863836641617,forecast,grey
91,41,5.118199662564274,forecast,grey
91,90,5.11044524460917,forecast,grey
91,92,5.218538406699341,forecast,grey
91,141,5.218538406699341,forecast,grey
43,42,5.226863836641617,forecast,grey
43,44,5.294636108748515,forecast,grey
43,93,5.294636108748515,forecast,grey
92,42,5.226863836641617,forecast,grey
92,91,5.218538406699341,forecast,grey
92,93,5.28824027978666,forecast,grey
92,142,5.28824027978666,forecast,grey
44,43,5.294636108748515,forecast,grey
44,45,5.329948211659914,forecast,grey
44,94,5.329948211659914,forecast,grey
