step,current_node,u,v,old_cost,new_cost
1,0,0,1,4.825666384276063,4.386612848123324
1,0,0,50,4.825666384276063,4.386612848123324
1,0,1,0,4.825666384276063,4.386612848123324
1,0,1,51,4.8430151566328306,4.684065715445224
1,0,50,0,4.825666384276063,4.386612848123324
1,0,50,51,4.80979604933354,4.233782664987913
1,0,51,1,4.8430151566328306,4.684065715445224
1,0,51,50,4.80979604933354,4.233782664987913
2,50,50,100,4.80979604933354,4.233782664987913
2,50,51,101,4.821949056750732,4.473114058598895
2,50,100,50,4.80979604933354,4.233782664987913
2,50,100,101,4.8037148282115965,4.227369995144
2,50,101,51,4.821949056750732,4.473114058598895
2,50,101,100,4.8037148282115965,4.227369995144
3,100,100,150,4.8037148282115965,4.227369995144
3,100,101,151,4.809233394865872,4.356926600605008
3,100,150,100,4.8037148282115965,4.227369995144
3,100,150,151,4.847518651147061,4.29765006121076
3,100,151,101,4.809233394865872,4.356926600605008
3,100,151,150,4.847518651147061,4.29765006121076
4,101,51,52,4.821949056750732,4.473114058598895
4,101,52,51,4.821949056750732,4.473114058598895
4,101,52,102,4.833884677945444,4.636828079266657
4,101,101,102,4.809233394865872,4.356926600605008
4,101,102,52,4.833884677945444,4.636828079266657
4,101,102,101,4.809233394865872,4.356926600605008
4,101,102,152,4.808714417722603,4.392701153239637
4,101,151,152,4.850879446279311,4.318284027044886
4,101,152,102,4.808714417722603,4.392701153239637
4,101,152,151,4.850879446279311,4.318284027044886
5,151,150,200,4.847518651147061,4.29765006121076
5,151,151,201,4.850879446279311,4.318284027044886
5,151,152,202,4.8454112055788325,4.254033092413641
5,151,200,150,4.847518651147061,4.29765006121076
5,151,200,201,4.979521861231668,4.385193449754809
5,151,201,151,4.850879446279311,4.318284027044886
5,151,201,200,4.979521861231668,4.385193449754809
5,151,201,202,4.990823900890951,4.355220782146242
5,151,202,152,4.8454112055788325,4.254033092413641
5,151,202,201,4.990823900890951,4.355220782146242
6,152,102,103,4.808714417722603,4.392701153239637
6,152,103,102,4.808714417722603,4.392701153239637
6,152,103,153,4.785670243978258,4.344185955672133
6,152,152,153,4.8454112055788325,4.254033092413641
6,152,153,103,4.785670243978258,4.344185955672133
6,152,153,152,4.8454112055788325,4.254033092413641
6,152,153,203,4.813466137279592,4.1065941075827865
6,152,202,203,4.997811539457886,4.272923596766615
6,152,203,153,4.813466137279592,4.1065941075827865
6,152,203,202,4.997811539457886,4.272923596766615
7,153,103,104,4.785670243978258,4.344185955672133
7,153,104,103,4.785670243978258,4.344185955672133
7,153,104,154,4.727937523051329,4.242412805921557
7,153,153,154,4.813466137279592,4.1065941075827865
7,153,154,104,4.727937523051329,4.242412805921557
7,153,154,153,4.813466137279592,4.1065941075827865
7,153,154,204,4.741441960426508,3.918534262348055
